# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0043227	CC	p	membrane-bounded organelle	81/244	5782/11561	9.054317070374218e-08	3	81	4.678063819693346e-06	G002125, G002595, G003583, G003891, G003940, G004038, G004983, G005707, G005780, G006428, G006435, G006810, G006949, G006995, G007815, G007969, G007983, G008046, G008286, G008343, G008375, G009028, G009295, G009327, G010146, G010885, G011225, G011383, G012637, G012920, G012974, G013027, G013028, G013315, G013823, G014293, G014320, G014907, G015514, G016102, G016398, G018418, G019085, G019457, G019465, G019542, G019562, G019976, G020207, G020945, G021207, G021314, G021363, G021588, G021599, G022319, G022411, G022611, G022640, G022767, G022903, G022927, G023176, G023269, G023327, G023560, G024626, G024644, G024670, G024673, G024679, G024692, G024959, G025349, G025627, G026504, G026853, G026974, G027668, G027755, G028877
GO:0140513	CC	p	nuclear protein-containing complex	2/244	887/11561	1.1895684540579376e-06	2	2	5.48166003829401e-05	G005707, G023560
GO:1902494	CC	p	catalytic complex	5/244	1161/11561	1.3907341916049341e-06	2	5	6.240004728122138e-05	G005707, G010885, G019729, G026504, G027710
GO:0043228	CC	p	non-membrane-bounded organelle	12/244	1588/11561	8.253251829206983e-06	3	12	0.0003350427230666168	G000876, G001930, G005707, G008343, G009465, G010112, G011864, G016102, G019542, G021314, G023176, G024959
GO:0043232	CC	p	intracellular non-membrane-bounded organelle	12/244	1588/11561	8.253251829206983e-06	4	12	0.0003350427230666168	G000876, G001930, G005707, G008343, G009465, G010112, G011864, G016102, G019542, G021314, G023176, G024959
GO:0005634	CC	p	nucleus	39/244	3197/11561	1.7800115946611347e-05	5	39	0.0006597651671515727	G002595, G003583, G003891, G004983, G005707, G005780, G006435, G006810, G006995, G007815, G007969, G008286, G008375, G009028, G009295, G009327, G011383, G013028, G014293, G014320, G015514, G016398, G018418, G019542, G020207, G021207, G021314, G021363, G021588, G022319, G022611, G022640, G022927, G023560, G024959, G025349, G025627, G026504, G026974
GO:0005730	CC	p	nucleolus	0/244	463/11561	8.632400319820465e-05	5	0	0.002830431258710364	
GO:1990904	CC	p	ribonucleoprotein complex	1/244	543/11561	0.0001735000354639306	2	1	0.005378501099381849	G004515
GO:0005737	CC	p	cytoplasm	40/244	3061/11561	0.00022763064017133086	2	40	0.006930540026644985	G000859, G002296, G004515, G004925, G004987, G005707, G006428, G006810, G006995, G007815, G008046, G008375, G008745, G009028, G009645, G010127, G010146, G011383, G011398, G011864, G015514, G015972, G015981, G016102, G019557, G019559, G020944, G020945, G021314, G021588, G021599, G021728, G022903, G023269, G024845, G025627, G026974, G026989, G027710, G028877
GO:0140535	CC	p	intracellular protein-containing complex	2/244	603/11561	0.0003752615999018154	2	2	0.011224930312852549	G005707, G027710
GO:1990234	CC	p	transferase complex	2/244	548/11561	0.0011300276365480075	3	2	0.029065796475017714	G005707, G027710
GO:0005739	CC	p	mitochondrion	5/244	793/11561	0.001177474658834565	5	5	0.029523445489896077	G012920, G019562, G020945, G026504, G028877
GO:0015267	MF	e	channel activity	58/244	370/11561	1.0189105969873072e-34	4	58	2.6271329257043258e-31	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012637, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G023037, G023073, G023077, G023130, G023176, G023419, G023671, G023672, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026989, G027007, G027315, G028604, G028609
GO:0022803	MF	e	passive transmembrane transporter activity	58/244	372/11561	1.384523281003597e-34	3	58	2.6271329257043258e-31	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012637, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G023037, G023073, G023077, G023130, G023176, G023419, G023671, G023672, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026989, G027007, G027315, G028604, G028609
GO:0022836	MF	e	gated channel activity	47/244	238/11561	9.704663416563569e-33	5	47	1.2276399221952914e-29	G002519, G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G015391, G015392, G016039, G017401, G018279, G019457, G019465, G019647, G020437, G020665, G020669, G022166, G023037, G023073, G023077, G023130, G023176, G023419, G023671, G023672, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0005216	MF	e	monoatomic ion channel activity	54/244	343/11561	2.3298696151608436e-32	5	54	2.2104637973838506e-29	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G020437, G020665, G020669, G022166, G023037, G023073, G023077, G023130, G023176, G023419, G023671, G023672, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0005267	MF	e	potassium channel activity	36/244	124/11561	1.5194259153287277e-31	7	36	1.1532442697345042e-28	G002536, G003940, G003976, G004038, G004581, G005687, G005688, G005690, G006947, G006949, G009295, G013062, G013066, G013823, G016039, G018279, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0005261	MF	e	monoatomic cation channel activity	50/244	298/11561	2.7747377379065475e-31	6	50	1.7550216192258913e-28	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G013062, G013066, G013223, G013823, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G023419, G023671, G023672, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0015079	MF	e	potassium ion transmembrane transporter activity	38/244	153/11561	1.8580666907565488e-30	6	38	1.007337584488729e-27	G002536, G003940, G003976, G004038, G004581, G005687, G005688, G005690, G006947, G006949, G009295, G013062, G013066, G013823, G016039, G018279, G019647, G019976, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G028604, G028609
GO:0015075	MF	e	monoatomic ion transmembrane transporter activity	61/244	533/11561	1.1655875421874127e-28	3	61	5.52925590325154e-26	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012274, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023130, G023176, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G027668, G028604, G028609
GO:0005249	MF	e	voltage-gated potassium channel activity	29/244	86/11561	1.1198772311515985e-27	9	29	4.503381665108556e-25	G002536, G003976, G004038, G004581, G005687, G005688, G005690, G006947, G006949, G013062, G013066, G016039, G018279, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0008324	MF	e	monoatomic cation transmembrane transporter activity	57/244	478/11561	1.1866618353382231e-27	4	57	4.503381665108556e-25	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012274, G013062, G013066, G013223, G013823, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023176, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G027668, G028604, G028609
GO:0015318	MF	e	inorganic molecular entity transmembrane transporter activity	58/244	510/11561	4.698242184112523e-27	3	58	1.6208935535188204e-24	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012274, G012637, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023176, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G027668, G028604, G028609
GO:0046873	MF	e	metal ion transmembrane transporter activity	50/244	379/11561	3.081693854957958e-26	5	50	9.745856816304543e-24	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012274, G013062, G013066, G013223, G013823, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G028604, G028609
GO:0022890	MF	e	inorganic cation transmembrane transporter activity	54/244	452/11561	3.349701937707405e-26	4	54	9.778552964307386e-24	G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009295, G010127, G012274, G013062, G013066, G013223, G013823, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023176, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G027007, G027315, G027668, G028604, G028609
GO:0022832	MF	e	voltage-gated channel activity	34/244	154/11561	1.8314235206719398e-25	6	34	4.633501507300008e-23	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G016039, G017401, G018279, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0005244	MF	e	voltage-gated monoatomic ion channel activity	34/244	154/11561	1.8314235206719398e-25	7	34	4.633501507300008e-23	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G009295, G010127, G013062, G013066, G016039, G017401, G018279, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0022843	MF	e	voltage-gated monoatomic cation channel activity	32/244	132/11561	2.23950494555065e-25	8	32	5.311825792727949e-23	G002536, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G006947, G006949, G010127, G013062, G013066, G016039, G018279, G019647, G020665, G020669, G022166, G023037, G023073, G023077, G023176, G025217, G025237, G025369, G025944, G026468, G027007, G028604, G028609
GO:0022857	MF	e	transmembrane transporter activity	68/244	852/11561	9.627641692464318e-23	2	68	2.1492294248765937e-20	G001189, G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009206, G009295, G010127, G012274, G012637, G012920, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023130, G023176, G023355, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026989, G027007, G027315, G027668, G027874, G028604, G028609
GO:0005215	MF	e	transporter activity	69/244	894/11561	2.9216666201694536e-22	1	69	6.159847124190597e-20	G001189, G002125, G002519, G002536, G003940, G003976, G004038, G004581, G004925, G004941, G005687, G005688, G005690, G005721, G006202, G006947, G006949, G009206, G009295, G010127, G012274, G012637, G012920, G013062, G013066, G013223, G013823, G015391, G015392, G016039, G017401, G018279, G018652, G019457, G019465, G019647, G019976, G020437, G020665, G020669, G022166, G022767, G023037, G023073, G023077, G023130, G023176, G023355, G023419, G023671, G023672, G024626, G024644, G024670, G024673, G024679, G024692, G025217, G025237, G025369, G025944, G026468, G026989, G027007, G027315, G027668, G027874, G028604, G028609
GO:0004888	MF	e	transmembrane signaling receptor activity	51/244	631/11561	3.8163314391445896e-17	3	51	7.622619900817746e-15	G000859, G000876, G001102, G001400, G001447, G003673, G004654, G006494, G006995, G007815, G008046, G008375, G008763, G009028, G010112, G010236, G010692, G010962, G011218, G012733, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016135, G017042, G017431, G018530, G019085, G019851, G020422, G020437, G021207, G021728, G022319, G022493, G022993, G023368, G023419, G023671, G023672, G024845, G026440, G027010, G027417, G028095
GO:0004930	MF	e	G protein-coupled receptor activity	42/244	449/11561	2.0666086236838897e-16	4	42	3.9213898634401804e-14	G000859, G000876, G001102, G001400, G001447, G003673, G004654, G006494, G006995, G007815, G008046, G008375, G008763, G009028, G010112, G010236, G010692, G010962, G011218, G012733, G014293, G014320, G014486, G014907, G015514, G016135, G017042, G017431, G018530, G019085, G019851, G020422, G021728, G022319, G022493, G022993, G023368, G024845, G026440, G027010, G027417, G028095
GO:0005251	MF	e	delayed rectifier potassium channel activity	17/244	54/11561	4.4082469991168734e-16	10	17	7.966332076975493e-14	G002536, G003976, G004038, G004581, G005687, G006947, G006949, G013062, G013066, G018279, G019647, G023073, G023077, G025237, G025944, G028604, G028609
GO:0038023	MF	e	signaling receptor activity	51/244	701/11561	2.9833806544941692e-15	2	51	4.922578079915379e-13	G000859, G000876, G001102, G001400, G001447, G003673, G004654, G006494, G006995, G007815, G008046, G008375, G008763, G009028, G010112, G010236, G010692, G010962, G011218, G012733, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016135, G017042, G017431, G018530, G019085, G019851, G020422, G020437, G021207, G021728, G022319, G022493, G022993, G023368, G023419, G023671, G023672, G024845, G026440, G027010, G027417, G028095
GO:0060089	MF	e	molecular transducer activity	51/244	701/11561	2.9833806544941692e-15	1	51	4.922578079915379e-13	G000859, G000876, G001102, G001400, G001447, G003673, G004654, G006494, G006995, G007815, G008046, G008375, G008763, G009028, G010112, G010236, G010692, G010962, G011218, G012733, G013223, G013315, G014293, G014320, G014486, G014907, G015391, G015392, G015514, G016135, G017042, G017431, G018530, G019085, G019851, G020422, G020437, G021207, G021728, G022319, G022493, G022993, G023368, G023419, G023671, G023672, G024845, G026440, G027010, G027417, G028095
GO:0015276	MF	e	ligand-gated monoatomic ion channel activity	17/244	112/11561	1.691429729736331e-10	7	17	2.468836855518991e-08	G002519, G005721, G006202, G013223, G015391, G015392, G019457, G019465, G020437, G020665, G020669, G023130, G023419, G023671, G023672, G025217, G025369
GO:0022834	MF	e	ligand-gated channel activity	17/244	112/11561	1.691429729736331e-10	6	17	2.468836855518991e-08	G002519, G005721, G006202, G013223, G015391, G015392, G019457, G019465, G020437, G020665, G020669, G023130, G023419, G023671, G023672, G025217, G025369
GO:0030594	MF	e	neurotransmitter receptor activity	14/244	77/11561	6.178104249689836e-10	3	14	8.683668750952936e-08	G008046, G011218, G013223, G014293, G014320, G014486, G015391, G015392, G017431, G020437, G022319, G023419, G023671, G023672
GO:0044325	MF	e	transmembrane transporter binding	14/244	84/11561	2.04713313061806e-09	3	14	2.774596510962692e-07	G003976, G004925, G005687, G006995, G008343, G008375, G009028, G009295, G010127, G013062, G013066, G015514, G016039, G028609
GO:0098960	MF	e	postsynaptic neurotransmitter receptor activity	12/244	67/11561	1.2798494984344152e-08	4	12	1.6748375332960708e-06	G013223, G014293, G014320, G014486, G015391, G015392, G017431, G020437, G022319, G023419, G023671, G023672
GO:0099508	MF	e	voltage-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential	7/244	16/11561	1.6654536187860394e-08	8	7	2.10679882776434e-06	G003976, G004038, G004581, G006949, G013062, G013066, G028609
GO:0022841	MF	e	potassium ion leak channel activity	9/244	33/11561	1.7780417690366833e-08	8	9	2.176667262417488e-06	G003940, G013823, G022166, G023037, G024670, G024673, G024679, G024692, G026468
GO:0099094	MF	e	ligand-gated monoatomic cation channel activity	13/244	84/11561	1.9840606113207785e-08	8	13	2.352971881238236e-06	G002519, G005721, G006202, G013223, G019457, G019465, G020665, G020669, G023419, G023671, G023672, G025217, G025369
GO:0022840	MF	e	leak channel activity	9/244	34/11561	2.3739884116170677e-08	6	9	2.6497900064961097e-06	G003940, G013823, G022166, G023037, G024670, G024673, G024679, G024692, G026468
