# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0034728	BP	e	nucleosome organization	20/2037	42/11561	7.350690478113655e-06	8	20	0.0006865665409680746	G001200, G003549, G003700, G004564, G004567, G005979, G008980, G011691, G016688, G017907, G018352, G018392, G020247, G020443, G021940, G022251, G022282, G023345, G024507, G027913
GO:0044843	BP	e	cell cycle G1/S phase transition	16/2037	30/11561	9.726607789560666e-06	4	16	0.0008938281916293854	G000576, G000577, G001247, G003730, G004403, G007002, G008454, G012859, G017709, G017941, G019756, G021062, G023703, G026450, G027958, G028559
GO:0000082	BP	e	G1/S transition of mitotic cell cycle	16/2037	30/11561	9.726607789560666e-06	5	16	0.0008938281916293854	G000576, G000577, G001247, G003730, G004403, G007002, G008454, G012859, G017709, G017941, G019756, G021062, G023703, G026450, G027958, G028559
GO:1901991	BP	e	negative regulation of mitotic cell cycle phase transition	32/2037	85/11561	1.0175332494069004e-05	8	32	0.0009275833101593305	G001130, G001565, G002553, G003518, G004851, G007617, G009535, G009786, G009983, G010578, G011867, G012059, G012787, G013038, G013933, G016443, G016601, G016602, G016789, G017835, G018513, G019676, G020153, G020711, G021062, G021298, G021358, G022459, G023703, G024116, G027872, G028274
GO:2000779	BP	e	regulation of double-strand break repair	27/2037	67/11561	1.2498714520148514e-05	8	27	0.0011303400948975582	G001565, G004176, G004504, G005473, G005979, G006271, G006274, G007992, G007993, G010049, G010493, G011120, G011287, G011691, G012072, G013230, G013265, G014064, G016168, G016579, G019718, G019739, G020123, G020247, G021358, G022797, G023345
GO:0000398	BP	e	mRNA splicing, via spliceosome	43/2037	129/11561	1.2979219873483063e-05	11	43	0.001146497755491004	G001871, G004282, G004343, G005846, G005981, G006274, G007410, G008023, G009027, G009535, G009869, G010794, G011523, G012016, G012411, G013598, G014326, G014364, G014697, G016258, G016680, G017098, G017907, G017983, G018420, G018462, G019620, G020520, G021462, G022459, G023258, G024781, G025368, G025469, G026322, G026526, G026624, G026758, G026825, G027084, G027385, G027957, G027960
GO:0000375	BP	e	RNA splicing, via transesterification reactions	43/2037	129/11561	1.2979219873483063e-05	9	43	0.001146497755491004	G001871, G004282, G004343, G005846, G005981, G006274, G007410, G008023, G009027, G009535, G009869, G010794, G011523, G012016, G012411, G013598, G014326, G014364, G014697, G016258, G016680, G017098, G017907, G017983, G018420, G018462, G019620, G020520, G021462, G022459, G023258, G024781, G025368, G025469, G026322, G026526, G026624, G026758, G026825, G027084, G027385, G027957, G027960
GO:0000377	BP	e	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	43/2037	129/11561	1.2979219873483063e-05	10	43	0.001146497755491004	G001871, G004282, G004343, G005846, G005981, G006274, G007410, G008023, G009027, G009535, G009869, G010794, G011523, G012016, G012411, G013598, G014326, G014364, G014697, G016258, G016680, G017098, G017907, G017983, G018420, G018462, G019620, G020520, G021462, G022459, G023258, G024781, G025368, G025469, G026322, G026526, G026624, G026758, G026825, G027084, G027385, G027957, G027960
GO:0009987	BP	e	cellular process	1236/2037	6516/11561	1.4702722426423752e-05	1	1236	0.0012887501696084512	G000002, G000009, G000012, G000217, G000461, G000560, G000576, G000577, G000606, G000682, G000755, G000832, G000956, G000990, G000993, G000995, G001037, G001045, G001085, G001115, G001120, G001130, G001200, G001247, G001261, G001266, G001289, G001295, G001335, G001354, G001355, G001362, G001363, G001369, G001371, G001394, G001407, G001430, G001462, G001468, G001472, G001479, G001505, G001514, G001520, G001544, G001551, G001553, G001560, G001565, G001650, G001681, G001735, G001757, G001801, G001809, G001813, G001814, G001822, G001831, G001855, G001856, G001860, G001998, G002001, G002052, G002089, G002100, G002104, G002107, G002126, G002131, G002163, G002242, G002270, G002309, G002324, G002328, G002339, G002340, G002394, G002431, G002439, G002489, G002493, G002502, G002552, G002553, G002591, G002610, G002614, G002616, G002748, G003018, G003109, G003191, G003313, G003333, G003350, G003381, G003417, G003423, G003478, G003518, G003521, G003546, G003548, G003549, G003550, G003560, G003574, G003608, G003611, G003647, G003692, G003700, G003729, G003730, G003755, G003764, G003782, G003814, G003815, G003822, G003826, G003908, G003930, G003931, G003932, G003952, G003967, G003973, G004009, G004066, G004093, G004113, G004114, G004132, G004133, G004176, G004189, G004194, G004199, G004212, G004220, G004221, G004244, G004257, G004259, G004282, G004283, G004309, G004322, G004336, G004381, G004403, G004435, G004455, G004462, G004495, G004504, G004536, G004564, G004567, G004582, G004599, G004713, G004757, G004797, G004848, G004851, G004852, G004859, G004908, G004927, G004964, G005003, G005021, G005041, G005084, G005092, G005103, G005134, G005146, G005156, G005193, G005215, G005217, G005287, G005329, G005387, G005471, G005473, G005476, G005485, G005487, G005514, G005540, G005542, G005574, G005634, G005670, G005679, G005683, G005692, G005733, G005740, G005825, G005839, G005843, G005846, G005860, G005910, G005920, G005941, G005979, G005981, G005995, G006000, G006004, G006047, G006083, G006086, G006100, G006116, G006182, G006190, G006198, G006199, G006205, G006256, G006264, G006271, G006274, G006277, G006290, G006312, G006334, G006339, G006365, G006411, G006414, G006415, G006432, G006433, G006439, G006441, G006472, G006503, G006506, G006553, G006554, G006569, G006571, G006581, G006588, G006606, G006607, G006617, G006679, G006730, G006742, G006768, G006797, G006811, G006834, G006843, G006847, G006849, G006906, G006938, G006945, G006965, G006969, G006980, G007002, G007050, G007133, G007154, G007159, G007178, G007201, G007218, G007233, G007266, G007267, G007269, G007277, G007282, G007384, G007537, G007548, G007553, G007609, G007617, G007619, G007629, G007698, G007758, G007800, G007805, G007806, G007818, G007819, G007882, G007927, G007992, G008006, G008025, G008038, G008039, G008043, G008045, G008145, G008215, G008241, G008249, G008293, G008296, G008320, G008341, G008365, G008369, G008376, G008379, G008403, G008415, G008423, G008454, G008471, G008483, G008518, G008551, G008600, G008621, G008698, G008753, G008754, G008758, G008870, G008878, G008903, G008970, G008971, G008972, G008980, G009073, G009201, G009285, G009325, G009332, G009338, G009352, G009355, G009397, G009401, G009412, G009414, G009448, G009464, G009470, G009486, G009526, G009535, G009617, G009634, G009665, G009682, G009695, G009734, G009786, G009852, G009869, G009886, G009893, G009894, G009895, G009916, G009946, G009961, G009983, G009991, G010049, G010103, G010125, G010131, G010145, G010146, G010200, G010252, G010265, G010267, G010274, G010302, G010460, G010464, G010493, G010506, G010527, G010535, G010548, G010578, G010616, G010662, G010673, G010681, G010698, G010700, G010765, G010796, G010799, G010891, G010897, G010914, G010954, G010956, G010964, G010965, G010966, G010974, G010982, G011052, G011097, G011105, G011120, G011129, G011181, G011227, G011239, G011272, G011281, G011294, G011296, G011298, G011310, G011365, G011381, G011408, G011447, G011472, G011476, G011505, G011513, G011520, G011538, G011540, G011546, G011548, G011595, G011614, G011629, G011638, G011691, G011720, G011726, G011765, G011783, G011799, G011842, G011847, G011867, G011897, G011919, G012007, G012008, G012032, G012059, G012066, G012072, G012107, G012116, G012138, G012139, G012176, G012186, G012307, G012411, G012449, G012499, G012500, G012568, G012589, G012594, G012598, G012620, G012633, G012635, G012668, G012739, G012787, G012796, G012823, G012824, G012851, G012859, G012925, G012926, G012962, G012969, G012970, G013001, G013002, G013016, G013038, G013041, G013082, G013095, G013159, G013190, G013191, G013194, G013211, G013230, G013263, G013265, G013287, G013347, G013351, G013355, G013368, G013443, G013444, G013445, G013447, G013463, G013465, G013480, G013545, G013598, G013771, G013788, G013819, G013824, G013831, G013845, G013846, G013862, G013933, G013946, G013994, G014002, G014003, G014040, G014058, G014059, G014061, G014064, G014095, G014213, G014301, G014302, G014377, G014412, G014415, G014442, G014445, G014448, G014523, G014562, G014569, G014594, G014615, G014629, G014660, G014664, G014668, G014675, G014682, G014683, G014688, G014692, G014710, G014727, G014732, G014752, G014799, G014836, G014842, G014855, G014884, G014929, G014953, G014963, G015164, G015209, G015257, G015301, G015334, G015358, G015369, G015443, G015461, G015507, G015564, G015579, G015600, G015602, G015603, G015659, G015714, G015731, G015744, G015814, G015815, G015818, G015854, G015864, G015871, G015928, G015944, G015945, G015996, G016017, G016020, G016109, G016126, G016145, G016168, G016205, G016220, G016236, G016237, G016241, G016258, G016262, G016282, G016347, G016358, G016359, G016374, G016382, G016383, G016386, G016387, G016397, G016407, G016414, G016417, G016421, G016436, G016437, G016443, G016458, G016499, G016516, G016579, G016583, G016601, G016602, G016624, G016643, G016655, G016657, G016675, G016676, G016680, G016682, G016688, G016707, G016723, G016727, G016746, G016750, G016752, G016764, G016789, G016803, G016819, G016821, G016908, G016930, G016935, G016944, G016957, G016977, G017027, G017062, G017109, G017110, G017111, G017126, G017164, G017191, G017234, G017268, G017272, G017314, G017343, G017380, G017420, G017422, G017438, G017444, G017450, G017454, G017457, G017480, G017495, G017529, G017543, G017545, G017553, G017571, G017572, G017606, G017607, G017621, G017634, G017709, G017780, G017812, G017815, G017827, G017835, G017893, G017895, G017907, G017941, G017967, G017972, G017983, G018005, G018012, G018066, G018071, G018082, G018100, G018129, G018139, G018142, G018143, G018234, G018256, G018258, G018272, G018280, G018290, G018295, G018302, G018345, G018350, G018352, G018358, G018363, G018387, G018392, G018395, G018397, G018398, G018420, G018421, G018422, G018430, G018453, G018457, G018462, G018472, G018475, G018491, G018508, G018513, G018514, G018523, G018528, G018559, G018592, G018644, G018645, G018656, G018657, G018659, G018660, G018701, G018719, G018726, G018830, G018853, G018856, G018892, G018931, G018932, G018989, G019018, G019039, G019040, G019044, G019051, G019075, G019129, G019131, G019148, G019151, G019194, G019218, G019225, G019275, G019277, G019321, G019348, G019382, G019398, G019432, G019434, G019454, G019457, G019463, G019475, G019506, G019519, G019530, G019548, G019551, G019554, G019622, G019676, G019688, G019718, G019737, G019739, G019749, G019751, G019756, G019788, G019812, G019882, G019960, G019961, G019970, G019989, G020002, G020075, G020089, G020090, G020095, G020123, G020149, G020153, G020158, G020159, G020160, G020167, G020169, G020175, G020232, G020233, G020247, G020285, G020370, G020375, G020402, G020406, G020423, G020439, G020442, G020443, G020469, G020497, G020501, G020505, G020520, G020557, G020559, G020634, G020666, G020701, G020702, G020708, G020711, G020741, G020759, G020760, G020765, G020828, G020830, G020831, G020865, G020921, G020963, G020973, G020977, G020982, G021034, G021040, G021062, G021069, G021149, G021166, G021197, G021293, G021298, G021313, G021321, G021327, G021358, G021422, G021435, G021465, G021485, G021487, G021490, G021512, G021520, G021531, G021541, G021578, G021591, G021611, G021628, G021637, G021662, G021666, G021672, G021693, G021702, G021722, G021741, G021785, G021841, G021885, G021887, G021902, G021912, G021921, G021926, G021940, G021958, G021959, G021960, G021970, G021974, G022007, G022019, G022035, G022040, G022078, G022115, G022123, G022136, G022137, G022149, G022168, G022175, G022177, G022178, G022186, G022208, G022227, G022233, G022240, G022251, G022254, G022268, G022280, G022282, G022286, G022296, G022300, G022301, G022315, G022344, G022347, G022356, G022357, G022360, G022363, G022376, G022458, G022459, G022462, G022468, G022496, G022543, G022557, G022565, G022573, G022584, G022585, G022592, G022633, G022652, G022693, G022727, G022747, G022768, G022797, G022811, G022812, G022829, G022844, G022856, G022867, G022894, G022913, G022929, G022992, G022994, G023001, G023008, G023024, G023038, G023075, G023079, G023138, G023149, G023184, G023196, G023258, G023273, G023290, G023341, G023343, G023345, G023348, G023450, G023455, G023458, G023460, G023461, G023494, G023520, G023531, G023534, G023561, G023622, G023638, G023640, G023658, G023694, G023698, G023703, G023706, G023782, G023837, G023870, G023892, G023894, G023900, G023905, G023918, G024071, G024072, G024074, G024111, G024116, G024124, G024143, G024170, G024203, G024225, G024256, G024269, G024354, G024355, G024403, G024428, G024464, G024465, G024470, G024493, G024505, G024507, G024514, G024597, G024625, G024651, G024663, G024703, G024757, G024771, G024814, G024840, G024842, G024930, G024938, G024963, G024984, G025013, G025129, G025147, G025184, G025213, G025214, G025228, G025239, G025273, G025343, G025352, G025384, G025385, G025431, G025449, G025455, G025469, G025538, G025562, G025564, G025565, G025568, G025605, G025620, G025637, G025642, G025682, G025691, G025721, G025732, G025782, G025817, G025923, G025943, G025955, G026003, G026012, G026050, G026089, G026094, G026112, G026145, G026157, G026175, G026228, G026231, G026259, G026268, G026293, G026301, G026322, G026323, G026351, G026353, G026423, G026426, G026450, G026460, G026463, G026464, G026474, G026503, G026526, G026536, G026546, G026577, G026628, G026692, G026703, G026734, G026748, G026754, G026775, G026825, G026858, G026883, G026904, G026908, G026916, G026919, G026949, G026950, G026977, G027009, G027046, G027068, G027084, G027188, G027198, G027208, G027214, G027221, G027246, G027263, G027284, G027314, G027350, G027386, G027394, G027413, G027428, G027445, G027489, G027573, G027575, G027633, G027638, G027722, G027728, G027731, G027738, G027765, G027766, G027861, G027872, G027883, G027884, G027906, G027909, G027913, G027916, G027919, G027957, G027958, G027989, G027998, G028029, G028034, G028049, G028094, G028099, G028100, G028195, G028199, G028201, G028274, G028310, G028323, G028337, G028376, G028393, G028397, G028416, G028432, G028444, G028450, G028458, G028466, G028468, G028517, G028536, G028559, G028560, G028626, G028637, G028761, G028857, G028862, G028875, G028876
GO:0007093	BP	e	mitotic cell cycle checkpoint signaling	33/2037	89/11561	1.5533992813355685e-05	9	33	0.0013512202145663209	G001130, G001565, G002553, G003518, G004851, G007617, G009535, G009786, G009983, G010578, G011120, G011867, G012059, G012787, G013038, G013933, G016443, G016601, G016602, G016789, G017835, G018513, G019676, G020153, G020711, G021062, G021298, G021358, G022459, G024116, G026423, G026977, G027872
GO:0070316	BP	e	regulation of G0 to G1 transition	9/2037	12/11561	2.1204943211194118e-05	6	9	0.0018167693826432857	G001565, G005979, G010049, G010493, G012787, G016168, G020247, G021465, G023345
GO:0090068	BP	e	positive regulation of cell cycle process	43/2037	130/11561	2.138911789225349e-05	6	43	0.0018188731222554368	G001045, G001247, G001369, G001479, G001678, G001856, G002001, G002502, G003815, G004908, G007002, G007282, G008293, G008980, G010506, G011365, G012008, G012019, G012059, G012787, G013016, G013443, G014095, G016856, G018234, G020158, G021465, G021637, G021940, G022652, G023196, G023348, G023638, G023703, G023905, G024111, G024354, G025228, G026157, G026231, G026734, G027872, G028393
GO:0040029	BP	e	epigenetic regulation of gene expression	38/2037	111/11561	2.4185558990250955e-05	8	38	0.002026429740396394	G001115, G001335, G002270, G003700, G004259, G004564, G005846, G006004, G006182, G007819, G008980, G009682, G010662, G011296, G011614, G012589, G016386, G016675, G016676, G016682, G016935, G017480, G017972, G018659, G019718, G019739, G019960, G020501, G021940, G022233, G022282, G025637, G025642, G025721, G026322, G026536, G026703, G026734
GO:0071704	BP	e	organic substance metabolic process	763/2037	3867/11561	2.7587491158669642e-05	2	763	0.002277967114152468	G000002, G000009, G000461, G000560, G000576, G000577, G000606, G000682, G000755, G000843, G000942, G000944, G000990, G000993, G000995, G001037, G001121, G001130, G001200, G001233, G001261, G001266, G001354, G001362, G001369, G001371, G001407, G001468, G001472, G001520, G001565, G001678, G001735, G001757, G001813, G001822, G001871, G001958, G001993, G001998, G002001, G002008, G002045, G002052, G002054, G002089, G002107, G002126, G002242, G002324, G002339, G002457, G002458, G002485, G002493, G002502, G002552, G002553, G002591, G002610, G003311, G003350, G003417, G003478, G003521, G003546, G003549, G003574, G003647, G003700, G003729, G003755, G003782, G003811, G003815, G003822, G003826, G003930, G003932, G003933, G003973, G004032, G004056, G004066, G004133, G004176, G004177, G004190, G004220, G004257, G004282, G004283, G004309, G004311, G004343, G004435, G004455, G004504, G004713, G004848, G004852, G004908, G005021, G005041, G005092, G005103, G005134, G005146, G005156, G005189, G005215, G005283, G005329, G005387, G005471, G005473, G005476, G005485, G005488, G005634, G005651, G005679, G005692, G005733, G005763, G005764, G005825, G005846, G005860, G005910, G005941, G005981, G006000, G006004, G006034, G006047, G006086, G006100, G006205, G006260, G006271, G006274, G006290, G006339, G006406, G006411, G006441, G006446, G006472, G006483, G006503, G006588, G006606, G006607, G006672, G006725, G006730, G006742, G006768, G006811, G006834, G006849, G006965, G006969, G007002, G007007, G007050, G007095, G007133, G007178, G007270, G007384, G007410, G007548, G007553, G007590, G007609, G007617, G007619, G007700, G007758, G007806, G007819, G007882, G007992, G008023, G008038, G008043, G008045, G008145, G008146, G008215, G008241, G008293, G008341, G008376, G008415, G008518, G008600, G008621, G008685, G008698, G008753, G008758, G008870, G008878, G008903, G008971, G008972, G009020, G009027, G009073, G009325, G009338, G009397, G009401, G009414, G009448, G009464, G009535, G009617, G009682, G009695, G009786, G009869, G009886, G009961, G009983, G010049, G010063, G010103, G010267, G010274, G010506, G010544, G010548, G010578, G010662, G010673, G010681, G010700, G010794, G010799, G010954, G010965, G010974, G010989, G010995, G011052, G011097, G011105, G011120, G011148, G011197, G011227, G011296, G011313, G011365, G011381, G011447, G011486, G011523, G011538, G011595, G011629, G011668, G011691, G011726, G011783, G011867, G012016, G012019, G012059, G012072, G012107, G012116, G012186, G012293, G012307, G012411, G012449, G012598, G012617, G012633, G012668, G012787, G012796, G012824, G012859, G012896, G012925, G012926, G012969, G012970, G013001, G013002, G013032, G013038, G013041, G013191, G013230, G013263, G013265, G013287, G013355, G013443, G013444, G013445, G013450, G013598, G013771, G013831, G013862, G013946, G014002, G014040, G014064, G014095, G014213, G014326, G014346, G014364, G014377, G014445, G014448, G014449, G014569, G014615, G014629, G014660, G014664, G014676, G014682, G014683, G014685, G014697, G014732, G014752, G014797, G014807, G014836, G014929, G014953, G015301, G015334, G015369, G015443, G015461, G015510, G015579, G015603, G015659, G015714, G015744, G015815, G015818, G015821, G015945, G015996, G016020, G016109, G016126, G016205, G016220, G016236, G016258, G016271, G016347, G016359, G016382, G016397, G016414, G016436, G016437, G016443, G016500, G016516, G016579, G016583, G016655, G016657, G016675, G016676, G016680, G016682, G016688, G016710, G016723, G016750, G016752, G016764, G016803, G016819, G016838, G016856, G016935, G016944, G016957, G016969, G017027, G017032, G017098, G017109, G017110, G017126, G017191, G017206, G017234, G017272, G017314, G017407, G017422, G017438, G017454, G017457, G017464, G017495, G017527, G017543, G017545, G017553, G017571, G017607, G017621, G017709, G017815, G017907, G017941, G017967, G017972, G017983, G018005, G018012, G018142, G018143, G018144, G018169, G018227, G018234, G018280, G018290, G018295, G018301, G018302, G018350, G018352, G018363, G018369, G018392, G018395, G018397, G018420, G018421, G018422, G018430, G018462, G018472, G018491, G018508, G018513, G018528, G018569, G018592, G018657, G018660, G018719, G018726, G018853, G018891, G018892, G018901, G018932, G018956, G018989, G019018, G019039, G019043, G019044, G019051, G019194, G019225, G019277, G019382, G019551, G019620, G019622, G019676, G019718, G019739, G019751, G019756, G019788, G019882, G019960, G019961, G019991, G020002, G020089, G020090, G020123, G020149, G020153, G020160, G020175, G020223, G020360, G020370, G020402, G020406, G020439, G020443, G020464, G020484, G020485, G020501, G020515, G020520, G020540, G020559, G020563, G020634, G020701, G020702, G020711, G020725, G020741, G020744, G020759, G020769, G020828, G020831, G020865, G020973, G021040, G021042, G021062, G021069, G021081, G021166, G021293, G021313, G021321, G021327, G021358, G021422, G021462, G021465, G021487, G021490, G021520, G021531, G021589, G021661, G021666, G021672, G021785, G021841, G021885, G021887, G021940, G022040, G022119, G022136, G022240, G022254, G022257, G022268, G022282, G022296, G022300, G022301, G022315, G022347, G022372, G022376, G022412, G022458, G022459, G022468, G022495, G022505, G022533, G022553, G022565, G022573, G022580, G022592, G022660, G022670, G022727, G022747, G022768, G022801, G022810, G022811, G022929, G022995, G023064, G023149, G023164, G023196, G023253, G023258, G023273, G023348, G023450, G023460, G023520, G023561, G023609, G023658, G023698, G023706, G023846, G023849, G023864, G023900, G023918, G023959, G024074, G024107, G024116, G024170, G024355, G024403, G024429, G024445, G024464, G024470, G024625, G024703, G024771, G024781, G024814, G024840, G024842, G024963, G024984, G025013, G025075, G025147, G025214, G025228, G025239, G025272, G025343, G025352, G025368, G025384, G025385, G025431, G025449, G025469, G025547, G025549, G025565, G025568, G025620, G025637, G025642, G025682, G025688, G025691, G025721, G025732, G025923, G026003, G026012, G026094, G026145, G026157, G026227, G026268, G026301, G026322, G026323, G026369, G026423, G026450, G026460, G026463, G026474, G026496, G026503, G026526, G026536, G026624, G026692, G026703, G026734, G026758, G026764, G026768, G026775, G026825, G026858, G026904, G026916, G026949, G026977, G027068, G027084, G027098, G027208, G027222, G027246, G027263, G027284, G027314, G027350, G027379, G027385, G027394, G027428, G027445, G027458, G027521, G027633, G027638, G027640, G027644, G027709, G027728, G027736, G027738, G027748, G027753, G027765, G027766, G027805, G027842, G027861, G027884, G027906, G027909, G027913, G027957, G027958, G027960, G027989, G027998, G028034, G028094, G028099, G028100, G028114, G028151, G028194, G028365, G028376, G028393, G028397, G028416, G028444, G028466, G028468, G028517, G028559, G028573, G028626, G028637, G028721, G028875
GO:0044772	BP	e	mitotic cell cycle phase transition	29/2037	77/11561	2.845719814413508e-05	4	29	0.0023328760636864695	G000576, G000577, G001247, G001565, G001809, G003018, G003730, G004403, G007002, G008454, G009412, G009983, G011365, G012859, G014002, G016789, G017709, G017941, G019756, G021062, G022557, G023703, G024663, G025228, G026450, G027958, G028393, G028559, G028761
GO:0141187	BP	e	nucleic acid biosynthetic process	53/2037	174/11561	3.126938300589456e-05	6	53	0.0025323917394513514	G000002, G000009, G000576, G000577, G000993, G001037, G001200, G001371, G003973, G004176, G004282, G004435, G005134, G006725, G008600, G008870, G009020, G009617, G011867, G013287, G013946, G014377, G015461, G016414, G016443, G016583, G016680, G017027, G017109, G017191, G017545, G018392, G019051, G019739, G019751, G020175, G020406, G021062, G021465, G021490, G021520, G021841, G022136, G022282, G023900, G024403, G024842, G025013, G025568, G026450, G026460, G027633, G027728
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	84/2037	312/11561	3.133543091379031e-05	5	84	0.0025323917394513514	G000002, G000009, G000576, G000577, G000993, G001037, G001200, G001371, G002052, G002457, G002458, G003417, G003755, G003973, G004133, G004176, G004282, G004435, G005134, G006339, G006588, G007758, G008215, G008376, G008600, G008870, G008903, G009325, G009617, G011105, G011381, G011867, G013287, G013946, G014377, G014682, G015461, G016359, G016414, G016443, G016583, G016680, G017027, G017109, G017191, G017545, G018392, G019051, G019739, G019751, G020089, G020160, G020175, G020406, G020828, G020831, G021062, G021166, G021465, G021490, G021520, G021841, G022136, G022282, G022458, G022768, G023348, G023706, G023900, G023918, G024403, G024842, G025013, G025214, G025239, G025568, G026094, G026301, G026450, G026460, G027246, G027314, G027633, G027728
GO:0034660	BP	e	ncRNA metabolic process	59/2037	201/11561	3.416043896206185e-05	7	59	0.002722085328480383	G001757, G002485, G003311, G005329, G005763, G005941, G006260, G007007, G007095, G007133, G007553, G007590, G007609, G010989, G011148, G012016, G012019, G012116, G013032, G013450, G014449, G014664, G014807, G016220, G016500, G016675, G016676, G016682, G017027, G017206, G017464, G017527, G018280, G019382, G019622, G020223, G021661, G022119, G022136, G022254, G022347, G022468, G022553, G022660, G022811, G022929, G024403, G024781, G025013, G025431, G025549, G026460, G026764, G027314, G027458, G027709, G027958, G027989, G028151
GO:1902459	BP	e	positive regulation of stem cell population maintenance	10/2037	15/11561	3.576672048440076e-05	5	10	0.002810770895998253	G005979, G007819, G009991, G010049, G010493, G016168, G017480, G023001, G023038, G023343
GO:0007062	BP	e	sister chromatid cohesion	10/2037	15/11561	3.576672048440076e-05	6	10	0.002810770895998253	G001130, G002553, G003973, G009983, G016789, G018234, G022296, G023658, G024170, G028034
GO:0141188	BP	e	nucleic acid catabolic process	79/2037	290/11561	4.309040061054046e-05	6	79	0.0033176696956561387	G001233, G001354, G001678, G002485, G003311, G004056, G005189, G005329, G005763, G005941, G006260, G007007, G007095, G007133, G007553, G007590, G007609, G008415, G009401, G009464, G010063, G010673, G010974, G010989, G011120, G011148, G012016, G012116, G012617, G013032, G013445, G013598, G014629, G014664, G014683, G014807, G015510, G016220, G016500, G016675, G016676, G016682, G016750, G016856, G017206, G017464, G017527, G018227, G018280, G019382, G019622, G020223, G021661, G022119, G022136, G022254, G022268, G022347, G022376, G022533, G022553, G022660, G022801, G022811, G022929, G023164, G023258, G024781, G025075, G025549, G026322, G026496, G027458, G027521, G027640, G027709, G027989, G028151, G028194
GO:0120031	BP	e	plasma membrane bounded cell projection assembly	65/2037	227/11561	4.36387823973682e-05	6	65	0.00333734178132893	G001120, G001355, G002309, G003333, G004852, G005084, G005634, G005920, G006198, G006199, G006312, G008006, G008369, G008423, G009201, G009486, G009852, G009893, G011129, G011281, G011472, G011720, G012307, G012823, G013443, G013846, G014594, G014675, G014692, G015164, G015209, G015507, G015818, G015871, G015945, G018559, G018644, G018645, G018701, G019321, G020285, G020666, G020963, G021313, G021435, G021485, G021512, G022007, G022186, G022356, G022363, G022585, G022727, G022856, G022992, G022994, G023341, G024269, G025605, G025955, G026577, G026908, G027188, G027916, G028536
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	100/2037	389/11561	4.551910158993142e-05	10	100	0.003412867868757995	G000606, G000990, G001200, G001215, G001757, G002008, G002328, G002340, G002591, G003548, G003730, G003908, G004176, G004282, G004403, G004599, G005103, G006034, G006198, G006256, G006271, G006274, G007410, G007819, G008454, G008870, G009285, G009397, G009946, G009960, G010493, G010527, G010982, G011296, G011546, G011720, G011799, G011919, G012019, G012116, G012696, G013041, G013445, G013447, G014064, G014710, G014797, G015600, G015602, G016145, G016168, G016258, G016282, G016421, G016583, G016819, G016930, G017110, G017480, G017606, G017621, G017709, G018392, G019114, G019507, G019530, G019739, G020406, G020501, G020982, G021069, G021490, G021520, G021722, G021940, G021958, G021970, G022268, G022282, G022496, G022550, G022592, G022752, G022797, G023038, G023196, G023290, G023343, G024143, G024930, G025013, G025605, G025691, G025955, G026145, G026157, G026450, G027188, G027633, G027913
GO:0033047	BP	e	regulation of mitotic sister chromatid segregation	16/2037	33/11561	4.5761520489169835e-05	8	16	0.003412867868757995	G002553, G003518, G004851, G008293, G009983, G011867, G012008, G013933, G016789, G017835, G021298, G021637, G022459, G023638, G024116, G027872
