ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G025567	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G025568	1	1	1	1	1	1	1	1	1	1	1					1					1							1						1	1	1		1	1	1		1	1		1	1
HVAEP1-G025569	1		1		1																																			1			1		1	
HVAEP1-G025570	1		1		1																																			1			1		1	
HVAEP1-G025571	1		1		1																																			1			1		1	
HVAEP1-G025577	1	1	1	1	1	1	1	1	1	1			1	1		1																		1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G025578	1		1		1	1	1													1						1			1				1	1		1				1		1	1		1	
HVAEP1-G025579	1	1	1	1	1	1	1	1	1				1	1	1						1											1	1	1					1	1	1	1	1	1	1	1
HVAEP1-G025580		1						1						1	1				1		1		1			1				1	1		1			1				1		1	1	1		
HVAEP1-G025582		1			1			1					1	1							1					1														1	1	1	1	1		
HVAEP1-G025583	1	1				1		1					1	1		1		1			1	1		1							1		1			1	1	1		1	1	1	1	1		
HVAEP1-G025584						1					1							1	1			1			1								1	1		1						1				
HVAEP1-G025586	1	1	1			1		1		1	1		1	1			1				1						1	1						1	1	1				1	1	1	1	1	1	
HVAEP1-G025587		1						1					1	1						1	1			1												1	1			1	1	1	1	1		
HVAEP1-G025588	1	1	1		1	1		1					1	1	1			1	1		1			1		1										1	1			1	1	1	1	1	1	
HVAEP1-G025589	1		1	1	1	1	1		1	1	1					1	1																	1	1	1		1	1	1		1	1		1	1
HVAEP1-G025591	1	1	1	1	1	1	1	1	1	1			1	1		1	1							1		1	1	1						1	1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G025592				1					1	1							1										1		1				1		1	1			1							1
HVAEP1-G025595		1	1	1		1				1			1	1		1	1	1			1			1		1						1	1		1	1	1	1			1	1	1	1	1	1
HVAEP1-G025599	1		1																																								1		1	
HVAEP1-G025600	1		1		1	1			1													1	1		1					1			1						1	1		1	1		1	
HVAEP1-G025601		1											1	1							1																				1	1	1	1		
HVAEP1-G025603	1	1				1							1	1						1	1															1					1	1	1	1		
HVAEP1-G025604	1	1	1		1			1					1	1							1																			1	1	1	1	1	1	
HVAEP1-G025605		1		1			1		1		1					1		1	1	1				1		1								1		1	1	1	1				1			1
HVAEP1-G025606	1	1	1	1	1	1	1		1	1	1			1		1	1				1													1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G025607		1	1	1	1	1	1			1	1		1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G025608	1	1	1	1	1	1	1	1					1	1		1					1										1		1	1				1		1	1	1	1	1	1	1
HVAEP1-G025609		1	1	1		1	1			1	1		1	1	1						1					1						1	1	1		1					1	1	1	1	1	1
HVAEP1-G025610	1	1	1		1	1	1	1					1	1				1	1	1										1		1	1	1		1				1	1	1	1	1	1	
HVAEP1-G025611	1	1	1	1	1	1	1			1			1	1							1													1		1				1	1	1	1	1	1	1
HVAEP1-G025612	1	1	1		1	1	1	1			1		1	1				1		1	1													1		1				1	1	1	1	1	1	
HVAEP1-G025613	1	1	1		1	1		1						1							1																			1		1	1	1	1	
HVAEP1-G025615	1	1	1		1	1	1	1	1				1	1		1			1	1	1													1		1		1	1	1	1	1	1	1	1	
HVAEP1-G025616		1		1				1	1		1		1				1	1				1			1				1			1	1	1	1	1			1	1	1		1			1
HVAEP1-G025617	1	1	1	1	1	1	1		1	1	1		1	1		1								1										1		1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G025618		1	1	1	1		1		1	1	1					1	1																	1	1	1		1	1	1			1		1	1
HVAEP1-G025619	1	1	1	1	1	1	1		1	1	1			1		1				1														1		1		1	1	1		1	1	1	1	1
HVAEP1-G025620	1	1		1	1	1	1			1			1	1		1		1	1	1	1													1		1		1		1	1	1	1	1		1
HVAEP1-G025621		1											1	1							1																				1	1	1	1		
HVAEP1-G025622																		1	1			1	1		1					1			1			1										
HVAEP1-G025623	1	1	1		1	1	1			1	1			1					1	1			1									1	1	1		1				1		1	1	1	1	
HVAEP1-G025625	1	1			1	1		1					1	1						1	1															1				1	1	1	1	1		
HVAEP1-G025626			1	1	1			1	1				1	1						1	1	1					1				1		1		1	1			1	1	1	1		1	1	1
HVAEP1-G025627									1														1						1			1	1						1							
HVAEP1-G025628		1	1	1	1	1	1			1	1		1	1		1												1						1	1	1		1		1	1	1	1	1	1	1
HVAEP1-G025629	1		1		1	1																																		1		1	1		1	
HVAEP1-G025630		1	1	1	1	1		1		1	1		1	1	1		1				1					1								1	1	1				1	1	1	1	1	1	1
HVAEP1-G025631	1	1	1	1	1	1	1	1	1	1	1		1		1													1						1	1	1			1	1	1	1	1		1	1
HVAEP1-G025632	1	1	1	1									1	1			1	1						1			1		1		1		1		1	1	1				1		1	1	1	1
HVAEP1-G025633	1		1		1	1	1	1										1	1	1	1													1		1				1		1	1		1	
HVAEP1-G025635											1																							1												
HVAEP1-G025636	1		1		1	1	1				1							1	1	1	1							1						1	1	1				1		1	1		1	
HVAEP1-G025637			1	1	1		1			1	1																							1		1				1					1	1
HVAEP1-G025642			1	1			1		1	1	1					1	1																	1	1	1		1	1						1	1
HVAEP1-G025644	1		1		1	1	1	1		1									1	1							1							1	1	1				1		1	1		1	
HVAEP1-G025646														1																														1		
HVAEP1-G025648	1			1	1	1				1	1		1		1	1	1		1					1										1	1	1	1	1		1	1	1	1			1
HVAEP1-G025653				1			1			1	1																							1		1										1
HVAEP1-G025655	1		1		1	1	1	1																										1						1		1	1		1	
HVAEP1-G025656	1	1	1	1	1	1	1	1		1	1		1	1		1		1	1	1	1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G025657	1					1													1										1	1			1			1						1	1			
HVAEP1-G025659											1								1			1											1	1		1										
HVAEP1-G025662	1	1	1	1	1	1	1		1	1	1			1		1	1																	1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G025663	1	1	1	1	1		1		1	1			1	1		1	1							1										1	1	1	1	1	1	1	1		1	1	1	1
HVAEP1-G025664	1	1	1	1	1	1	1	1		1			1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G025665		1											1	1											1								1								1		1	1		
HVAEP1-G025666		1								1			1	1	1		1		1	1	1						1	1							1	1					1	1	1	1		
HVAEP1-G025667		1					1						1	1	1					1	1			1										1		1	1				1	1	1	1		
HVAEP1-G025668				1			1							1				1																1		1								1		1
HVAEP1-G025669																						1								1			1													
HVAEP1-G025670																						1								1			1													
HVAEP1-G025671																						1								1			1													
HVAEP1-G025672	1					1																1								1			1									1	1			
HVAEP1-G025673																						1								1			1													
HVAEP1-G025674																						1								1			1													
HVAEP1-G025675																						1								1			1													
HVAEP1-G025676																						1								1			1													
HVAEP1-G025677	1			1			1		1	1	1			1		1	1																	1	1	1		1	1				1	1		1
HVAEP1-G025678								1																																1						
HVAEP1-G025679	1	1	1		1	1	1	1					1	1		1					1	1	1	1		1						1	1	1			1	1		1	1	1	1	1	1	
HVAEP1-G025680	1	1	1	1			1		1	1	1		1	1		1	1																	1	1	1		1	1		1		1	1	1	1
HVAEP1-G025681		1	1	1			1		1	1	1		1	1		1	1							1										1	1	1	1	1	1		1		1	1	1	1
HVAEP1-G025682	1		1	1	1	1	1	1	1	1	1					1				1														1		1		1	1	1		1	1		1	1
HVAEP1-G025683	1	1	1	1	1	1	1	1		1			1	1							1													1		1				1	1	1	1	1	1	1
HVAEP1-G025684		1		1						1							1																		1	1							1			1
HVAEP1-G025685	1	1	1		1	1	1						1	1							1													1						1	1	1	1	1	1	
HVAEP1-G025687				1						1							1		1	1							1	1							1	1										1
HVAEP1-G025688			1	1			1		1	1	1					1	1	1		1							1							1	1	1		1	1						1	1
HVAEP1-G025689	1	1			1	1								1	1					1			1	1		1							1			1	1			1		1	1	1		
HVAEP1-G025690																	1										1	1							1											
HVAEP1-G025691				1					1	1	1						1	1	1			1			1		1	1	1	1	1	1	1	1	1	1			1							1
HVAEP1-G025692	1	1	1	1	1		1	1	1	1			1	1		1	1		1		1													1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G025693	1	1	1	1	1	1	1	1	1	1			1	1		1	1							1			1	1						1	1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G025695				1	1	1		1		1				1			1		1		1	1					1				1		1		1	1				1		1		1		1
HVAEP1-G025696				1	1	1					1						1		1				1							1	1		1	1	1	1				1		1				1
HVAEP1-G025698	1	1	1		1	1	1	1										1	1	1		1			1				1	1			1	1		1				1		1	1		1	
HVAEP1-G025700				1			1		1	1	1			1		1																		1		1		1	1					1		1
HVAEP1-G025702	1			1	1		1		1	1	1					1		1	1								1	1						1	1	1		1	1	1			1			1
HVAEP1-G025703	1	1	1		1	1							1	1					1	1	1															1				1	1	1	1	1	1	
HVAEP1-G025705				1										1	1																													1		1
HVAEP1-G025707	1	1	1		1	1	1	1		1			1	1		1				1	1													1		1		1		1	1	1	1	1	1	
HVAEP1-G025708	1			1			1	1	1	1	1					1																1	1	1		1		1	1	1			1			1
HVAEP1-G025709				1			1		1	1	1					1											1	1						1	1	1		1	1							1
HVAEP1-G025710	1	1	1		1	1	1	1		1	1	1	1	1		1				1	1												1	1		1		1		1	1	1	1	1	1	
HVAEP1-G025715		1											1	1							1																				1	1	1	1		
HVAEP1-G025717														1						1	1	1	1	1					1	1			1			1	1					1		1		
HVAEP1-G025718	1		1		1			1			1							1	1	1														1		1				1			1		1	
HVAEP1-G025719	1	1	1	1	1	1	1	1		1	1			1		1				1														1		1		1		1		1	1	1	1	1
HVAEP1-G025720	1	1	1	1	1		1		1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G025721				1			1		1	1	1					1	1																	1	1	1		1	1							1
HVAEP1-G025722	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G025724	1	1	1		1	1	1	1											1	1	1							1						1	1	1				1		1	1		1	
HVAEP1-G025725		1	1		1	1	1	1				1		1						1		1	1		1					1	1		1	1		1				1		1	1	1	1	
HVAEP1-G025726	1	1	1	1	1	1	1	1								1					1													1				1		1		1	1		1	1
HVAEP1-G025728			1	1			1		1	1	1			1		1																		1		1		1	1					1	1	1
HVAEP1-G025730	1	1		1		1							1	1	1	1		1				1	1			1			1	1		1	1			1		1			1	1	1	1		1
HVAEP1-G025731		1											1	1		1					1				1					1			1					1			1	1	1	1		
HVAEP1-G025732		1		1			1		1	1	1		1	1	1	1	1				1			1										1	1	1	1	1	1		1	1	1	1		1
HVAEP1-G025733																		1	1	1																1										
HVAEP1-G025734		1	1	1			1	1	1	1	1		1	1		1	1				1			1										1	1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G025735	1	1	1	1	1		1	1	1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G025736	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G025740	1	1	1					1					1	1					1	1	1															1				1	1	1	1	1	1	
HVAEP1-G025741	1	1	1		1	1	1						1	1							1													1						1	1	1	1	1	1	
HVAEP1-G025744		1			1	1	1						1	1				1	1		1													1		1				1	1	1	1	1		
HVAEP1-G025751		1	1	1	1	1	1	1						1					1		1	1			1			1					1	1	1	1				1		1	1	1	1	1
HVAEP1-G025752	1	1	1		1		1	1					1	1				1			1					1		1						1	1	1				1	1	1	1	1	1	
HVAEP1-G025753	1	1	1		1	1	1	1					1	1		1					1										1	1	1	1				1		1	1	1	1	1	1	
HVAEP1-G025754	1	1	1	1	1		1		1	1	1		1	1	1	1								1		1								1		1	1	1	1	1	1		1	1	1	1
HVAEP1-G025755	1	1	1	1	1	1	1	1	1	1	1		1	1		1																		1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G025756		1											1	1							1	1								1			1								1	1	1	1		
HVAEP1-G025757																	1																		1											
HVAEP1-G025758																		1		1																1										
HVAEP1-G025766	1	1	1		1	1		1					1	1				1	1		1	1											1			1				1	1	1	1	1	1	
HVAEP1-G025771	1		1		1	1								1																										1		1	1	1	1	
HVAEP1-G025772						1									1									1													1					1				
HVAEP1-G025775		1										1	1	1	1	1					1			1		1						1	1				1	1			1	1	1	1		
HVAEP1-G025776		1											1	1	1	1					1			1		1						1	1				1	1			1	1	1	1		
HVAEP1-G025777																						1	1		1				1	1		1	1													
HVAEP1-G025779	1		1	1	1	1	1		1	1	1		1								1													1		1			1	1	1	1	1		1	1
HVAEP1-G025780			1	1		1	1	1		1	1					1	1				1				1							1	1	1	1	1		1		1		1			1	1
HVAEP1-G025781	1	1				1	1			1				1							1													1		1						1	1	1		
HVAEP1-G025782	1	1		1			1		1	1	1					1	1																	1	1	1		1	1				1			1
HVAEP1-G025783	1		1	1	1		1	1	1	1	1			1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G025784	1	1	1	1	1	1	1		1					1		1				1		1				1				1			1	1		1		1	1	1		1	1	1	1	1
HVAEP1-G025800	1	1		1	1	1					1		1	1	1									1		1								1			1			1	1	1	1	1		1
HVAEP1-G025803		1	1	1										1																													1	1	1	1
HVAEP1-G025805			1											1																														1	1	
HVAEP1-G025806	1	1	1	1	1		1		1	1	1		1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G025808	1	1	1		1	1	1	1		1			1	1		1					1					1								1		1		1		1	1	1	1	1	1	
HVAEP1-G025809	1	1	1	1		1	1		1					1		1			1												1	1	1	1		1		1	1			1	1	1	1	1
HVAEP1-G025812	1	1		1	1		1		1	1	1			1		1	1				1													1	1	1		1	1	1		1	1	1		1
HVAEP1-G025813	1	1	1		1	1	1		1	1							1		1						1		1	1					1	1	1	1			1	1		1	1		1	
HVAEP1-G025817				1			1			1	1					1				1														1		1		1								1
HVAEP1-G025818	1	1	1	1	1	1	1		1	1	1		1	1		1				1														1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G025819		1				1	1						1	1					1	1	1													1		1					1	1	1	1		
HVAEP1-G025820	1	1	1		1	1							1	1							1																			1	1	1	1	1	1	
HVAEP1-G025821		1		1									1	1							1																				1	1	1	1		1
HVAEP1-G025824	1		1	1	1	1		1		1						1			1	1		1	1					1	1				1		1	1		1		1		1	1		1	1
HVAEP1-G025825			1	1						1				1																						1								1	1	1
HVAEP1-G025826		1											1	1							1																				1	1	1	1		
HVAEP1-G025829		1											1	1					1	1	1															1					1	1	1	1		
HVAEP1-G025830	1		1		1	1	1		1				1	1							1		1		1								1	1					1	1	1	1	1	1	1	
HVAEP1-G025831	1	1	1	1	1	1	1	1			1		1	1							1													1						1	1	1	1	1	1	1
HVAEP1-G025833	1	1	1	1	1	1	1	1		1			1	1							1				1								1	1		1				1	1	1	1	1	1	1
HVAEP1-G025834	1	1	1	1	1	1	1	1	1		1		1	1					1									1						1	1	1			1	1	1	1	1	1	1	1
HVAEP1-G025835			1		1		1											1																1		1				1					1	
HVAEP1-G025837		1											1	1	1	1	1				1			1						1			1		1		1	1			1	1	1	1		
HVAEP1-G025838		1										1	1	1	1	1	1					1		1		1					1		1		1		1	1			1		1	1		
HVAEP1-G025840											1							1	1	1						1								1		1										
HVAEP1-G025841									1			1						1	1	1		1	1		1				1	1	1	1	1			1			1							
HVAEP1-G025845	1		1	1	1	1	1	1	1		1		1	1	1					1	1					1								1		1			1	1	1	1	1	1	1	1
HVAEP1-G025846	1	1	1	1	1		1			1	1		1	1		1	1				1													1	1	1		1		1	1	1	1	1	1	1
HVAEP1-G025848				1										1			1							1											1		1							1		1
HVAEP1-G025850	1	1	1	1	1		1		1	1	1		1	1		1																		1		1		1	1	1	1		1	1	1	1
HVAEP1-G025851		1											1	1			1																		1						1		1	1		
HVAEP1-G025856	1	1	1		1	1	1	1					1	1							1			1										1			1			1	1	1	1	1	1	
HVAEP1-G025860	1		1	1	1	1		1		1			1	1	1	1					1															1		1		1	1	1	1	1	1	1
HVAEP1-G025863		1	1	1	1		1				1			1	1					1				1	1	1		1				1	1	1	1	1	1			1			1	1	1	1
HVAEP1-G025864		1											1	1	1									1		1						1	1				1				1		1	1		
HVAEP1-G025867		1	1					1					1	1		1			1		1															1		1		1	1	1	1	1	1	
HVAEP1-G025868	1	1	1	1	1	1		1	1	1	1		1	1		1				1	1													1		1		1	1	1	1	1	1	1	1	1
HVAEP1-G025869	1	1	1		1		1	1			1		1	1					1		1			1										1		1	1			1	1	1	1	1	1	
HVAEP1-G025871	1		1															1	1	1																1							1		1	
HVAEP1-G025873		1	1	1			1	1	1											1	1					1								1		1			1	1		1	1		1	1
HVAEP1-G025879	1	1	1		1	1	1	1					1								1				1								1	1						1	1	1	1		1	
HVAEP1-G025880	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G025881	1		1		1	1																																		1		1	1		1	
HVAEP1-G025882															1																	1	1													
HVAEP1-G025883	1		1		1	1																																		1		1	1		1	
HVAEP1-G025885							1											1	1	1														1		1										
HVAEP1-G025886	1	1	1	1	1	1	1	1					1	1	1	1					1					1								1				1		1	1	1	1	1	1	1
HVAEP1-G025887		1											1	1							1																				1	1	1	1		
HVAEP1-G025888							1	1																1										1			1			1						
HVAEP1-G025890					1	1	1																	1										1			1			1		1				
HVAEP1-G025891	1	1	1	1	1				1	1			1	1					1		1	1			1				1	1	1		1			1			1	1	1	1	1	1	1	1
HVAEP1-G025892		1											1	1							1																				1	1	1	1		
HVAEP1-G025893		1	1		1		1		1	1			1		1		1	1								1								1	1	1			1	1	1		1		1	
HVAEP1-G025895										1							1										1	1							1	1										
HVAEP1-G025896	1			1	1	1		1				1		1		1			1					1		1	1	1	1	1	1	1	1		1	1	1	1		1		1	1	1		1
HVAEP1-G025897																	1										1	1							1											
HVAEP1-G025900	1				1	1	1	1	1			1	1	1						1			1	1					1			1	1	1		1	1		1	1	1	1	1	1		
HVAEP1-G025901		1											1	1	1						1					1															1	1	1	1		
HVAEP1-G025903	1		1	1	1		1		1	1				1		1	1																	1	1	1		1	1	1			1	1	1	1
HVAEP1-G025904	1		1		1	1		1																																1		1	1		1	
HVAEP1-G025905	1	1	1			1		1						1						1	1	1	1		1				1			1	1			1				1		1	1	1	1	
HVAEP1-G025906	1	1	1		1	1		1					1	1							1			1													1			1	1	1	1	1	1	
HVAEP1-G025907		1		1	1					1							1									1									1	1				1			1			1
HVAEP1-G025908	1		1		1	1		1																																1		1	1		1	
HVAEP1-G025909	1	1	1	1	1					1			1	1		1	1	1		1										1			1		1	1		1		1	1		1	1	1	1
HVAEP1-G025910	1	1	1	1	1	1	1	1		1			1	1		1																		1		1		1		1	1	1	1	1	1	1
HVAEP1-G025911	1	1	1	1	1	1	1		1	1	1					1	1										1	1						1	1	1		1	1	1		1	1		1	1
HVAEP1-G025912	1	1	1	1	1	1	1		1	1	1			1		1				1														1		1		1	1	1		1	1	1	1	1
HVAEP1-G025913	1	1	1	1	1	1	1	1	1	1				1		1	1																	1	1	1		1	1	1		1	1	1	1	1
HVAEP1-G025914	1	1	1	1	1		1		1	1			1	1		1	1																	1	1	1		1	1	1	1		1	1	1	1
HVAEP1-G025915	1	1	1	1	1	1	1			1	1		1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G025916	1	1	1	1	1	1	1	1	1	1			1	1		1	1			1	1													1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G025917	1	1	1	1	1		1			1	1		1	1		1								1										1		1	1	1		1	1		1	1	1	1
HVAEP1-G025921	1	1	1	1	1		1		1				1	1																				1					1	1	1		1	1	1	1
HVAEP1-G025922	1	1	1	1	1	1	1	1		1	1		1	1		1																		1		1		1		1	1	1	1	1	1	1
HVAEP1-G025923			1	1	1	1	1	1	1	1	1					1	1																	1	1	1		1	1	1		1			1	1
HVAEP1-G025924		1	1		1		1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G025926			1	1										1																														1	1	1
HVAEP1-G025929														1				1						1												1	1							1		
HVAEP1-G025935		1											1	1							1								1				1								1	1	1	1		
HVAEP1-G025938			1								1	1								1					1								1	1		1									1	
HVAEP1-G025939		1					1			1			1	1							1			1										1		1	1				1	1	1	1		
HVAEP1-G025940		1											1	1							1		1						1				1								1	1	1	1		
HVAEP1-G025941			1			1	1				1	1			1			1						1		1	1						1	1	1	1	1					1			1	
HVAEP1-G025942	1		1	1		1		1												1			1		1					1			1			1				1		1	1		1	1
HVAEP1-G025943				1			1		1	1	1					1	1										1	1						1	1	1		1	1							1
HVAEP1-G025944																			1	1		1	1						1	1		1	1			1										
HVAEP1-G025946		1				1	1						1	1							1													1							1	1	1	1		
HVAEP1-G025952	1	1	1			1	1		1			1							1		1	1			1				1				1	1		1			1			1	1		1	
HVAEP1-G025955	1		1	1	1	1		1		1	1							1	1	1														1		1				1		1	1		1	1
HVAEP1-G025956												1			1								1						1		1	1	1													
HVAEP1-G025957																	1										1	1							1											
HVAEP1-G025958				1			1		1	1	1	1				1				1							1	1	1				1	1	1	1		1	1							1
HVAEP1-G025960	1		1		1																																			1			1		1	
HVAEP1-G025965	1	1	1		1		1				1	1	1	1				1								1	1						1	1	1	1				1	1		1	1	1	
HVAEP1-G025966	1	1	1		1	1	1																											1						1		1	1		1	
HVAEP1-G025967	1	1	1	1	1	1	1	1			1		1	1		1								1										1			1	1		1	1	1	1	1	1	1
HVAEP1-G025969		1											1	1	1	1								1		1											1	1			1		1	1		
HVAEP1-G025970		1				1	1					1		1						1	1	1			1		1	1			1		1	1	1	1						1	1	1		
HVAEP1-G025971		1											1	1												1															1		1	1		
HVAEP1-G025977		1		1	1		1			1			1	1			1	1	1	1		1						1		1			1	1	1	1				1	1		1	1		1
HVAEP1-G025978	1	1					1	1			1		1	1				1			1			1										1		1	1			1	1	1	1	1		
HVAEP1-G025979		1						1					1	1									1									1	1							1	1		1	1		
HVAEP1-G025980	1					1					1	1		1	1					1		1							1	1			1	1		1						1	1	1		
HVAEP1-G025985		1											1	1							1																				1	1	1	1		
HVAEP1-G025991	1	1	1	1	1		1						1	1							1			1										1			1			1	1	1	1	1	1	1
HVAEP1-G025992		1	1	1			1		1					1	1	1																		1				1	1				1	1	1	1
HVAEP1-G025993	1	1	1	1	1	1	1			1			1	1		1						1				1					1		1	1		1		1		1	1	1	1	1	1	1
HVAEP1-G025994	1	1	1	1	1		1		1				1	1	1									1										1			1		1	1	1		1	1	1	1
HVAEP1-G025999		1											1	1							1																				1	1	1	1		
HVAEP1-G026000	1	1	1		1	1	1	1				1	1	1							1											1	1	1						1	1	1	1	1	1	
HVAEP1-G026003		1		1			1		1	1	1			1		1	1																	1	1	1		1	1				1	1		1
HVAEP1-G026004				1			1		1	1	1					1																		1		1		1	1							1
HVAEP1-G026012	1			1	1	1	1	1	1	1	1					1	1		1						1								1	1	1	1		1	1	1		1	1			1
HVAEP1-G026013	1	1	1		1	1	1	1	1				1								1													1					1	1	1	1	1		1	
HVAEP1-G026014	1	1	1	1	1	1	1	1		1	1		1	1		1			1	1	1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G026015	1					1	1						1	1				1			1						1							1	1	1					1	1	1	1		
HVAEP1-G026016		1	1	1						1	1			1	1											1	1							1	1	1							1	1	1	1
HVAEP1-G026017		1			1	1					1		1	1	1	1					1			1	1					1	1		1	1			1	1		1	1	1	1	1		
HVAEP1-G026018	1	1	1	1	1	1	1	1	1	1	1		1	1		1	1																	1	1	1		1	1	1	1	1	1	1	1	1
HVAEP1-G026019		1											1	1							1																				1	1	1	1		
HVAEP1-G026020	1	1	1		1		1						1	1							1													1						1	1	1	1	1	1	
HVAEP1-G026024	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G026027	1	1	1	1	1		1						1	1		1			1		1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G026028	1	1	1	1	1	1	1			1			1	1		1					1													1		1		1		1	1	1	1	1	1	1
HVAEP1-G026033	1	1	1		1	1							1	1	1									1		1											1			1	1	1	1	1	1	
HVAEP1-G026036	1			1			1	1	1															1	1							1	1	1			1		1	1			1			1
HVAEP1-G026039	1	1	1	1	1		1	1					1	1	1		1				1			1										1	1		1			1	1	1	1	1	1	1
HVAEP1-G026040	1	1	1		1	1		1					1	1	1	1					1																	1		1	1	1	1	1	1	
HVAEP1-G026042	1	1	1	1	1	1	1	1	1	1			1	1		1					1			1				1						1	1	1	1	1	1	1	1	1	1	1	1	1
HVAEP1-G026045									1														1						1	1			1						1							
HVAEP1-G026047	1		1		1																																			1			1		1	
HVAEP1-G026048	1	1	1	1		1		1						1	1	1		1	1					1		1										1	1	1		1		1	1	1	1	1
HVAEP1-G026049		1											1	1	1	1					1			1		1						1	1				1	1			1	1	1	1		
HVAEP1-G026050	1		1	1	1		1		1	1	1					1	1																	1	1	1		1	1	1			1		1	1
HVAEP1-G026059	1	1	1		1	1	1	1					1	1							1													1						1	1	1	1	1	1	
HVAEP1-G026060	1	1	1		1	1	1	1		1								1	1	1	1									1			1	1		1				1		1	1		1	
HVAEP1-G026061	1		1		1			1																	1					1			1							1			1		1	
HVAEP1-G026062	1		1		1	1																																		1		1	1		1	
HVAEP1-G026063	1	1	1	1		1	1		1	1	1			1		1											1	1						1	1	1		1	1			1	1	1	1	1
HVAEP1-G026065	1			1			1		1	1	1	1				1	1			1			1		1		1						1	1	1	1		1	1				1			1
HVAEP1-G026066																		1	1	1																1										
HVAEP1-G026067	1	1	1		1	1		1					1	1						1	1															1				1	1	1	1	1	1	
HVAEP1-G026068	1	1	1		1	1	1	1					1	1								1											1	1						1	1	1	1	1	1	
HVAEP1-G026073												1											1								1		1													
HVAEP1-G026082	1		1		1	1		1					1								1																			1	1	1	1		1	
HVAEP1-G026083		1	1		1		1						1		1									1										1			1			1	1		1		1	
HVAEP1-G026084	1					1	1											1		1														1		1						1	1			
HVAEP1-G026085	1		1		1	1																																		1		1	1		1	
HVAEP1-G026086											1		1												1								1	1							1					
HVAEP1-G026087	1	1	1	1	1	1	1	1		1	1			1		1				1	1													1		1		1		1		1	1	1	1	1
HVAEP1-G026089	1		1	1	1		1		1	1	1					1																		1		1		1	1	1			1		1	1
HVAEP1-G026090																		1	1		1															1						1				
HVAEP1-G026091																											1		1				1		1											
HVAEP1-G026093															1											1																				
HVAEP1-G026094	1	1	1	1	1		1	1	1	1			1			1	1							1										1	1	1	1	1	1	1	1		1		1	1
HVAEP1-G026095	1		1																	1				1												1	1						1		1	
HVAEP1-G026099		1			1									1										1		1											1			1			1	1		
HVAEP1-G026101		1		1	1	1		1	1			1		1			1	1			1								1	1	1		1		1	1			1	1		1	1	1		1
HVAEP1-G026103	1	1		1	1	1	1	1			1		1	1	1		1		1	1										1			1	1	1	1				1	1	1	1	1		1
HVAEP1-G026107	1		1	1	1	1	1			1	1			1			1		1		1													1	1	1				1		1	1	1	1	1
HVAEP1-G026108															1											1																				
HVAEP1-G026109	1		1						1											1																1			1				1		1	
HVAEP1-G026110															1											1																				
HVAEP1-G026111															1									1		1		1							1		1									
HVAEP1-G026112		1		1			1				1		1	1		1										1								1				1			1		1	1		1
HVAEP1-G026114		1	1	1	1	1		1				1	1	1	1					1	1	1	1	1							1		1			1	1			1	1	1	1	1	1	1
