ID	Ec_Head	En_Head	Ec_BodyCol/SC	I_ISC	Ec_Peduncle	Ec_Tentacle	I_FemGC	Ec_BasalDisk	I_Neuro	I_EarlyNem	I_MaleGC	I_En2N	En_Foot	En_BodyCol/SC	I_ZymoGl	I_GlProgen	I_StenoNB	I_DesmoNC	I_IsoNC	I_StenoNC	En_Tentacle	I_Ec1N	I_Ec4N	I_SpumMucGl	I_Ec3N	I_GranGl	I_DesmoNB	I_IsoNB	I_Ec2N	I_Ec1/5N	I_En1N	I_En3N	C_neuron	C_germline	C_nematoblast	C_nematocytes	C_gland_cell	C_progenitor	C_neuroprogenitor	C_EC_foot	C_EN_foot	C_tentacle	C_head	L_ENDODERM	L_ECTODERM	L_INTERSTITIAL
HVAEP1-G024491																																														
HVAEP1-G024492																																														
HVAEP1-G024493																																														
HVAEP1-G024494																																														
HVAEP1-G024495																																														
HVAEP1-G024496																																														
HVAEP1-G024497																																														
HVAEP1-G024498																																													1	
HVAEP1-G024499																																													1	
HVAEP1-G024500																																														
HVAEP1-G024501																																														
HVAEP1-G024502																																														
HVAEP1-G024504																																														
HVAEP1-G024505																																														1
HVAEP1-G024507																																														
HVAEP1-G024509																																														
HVAEP1-G024510																																													1	
HVAEP1-G024511																																													1	
HVAEP1-G024512																																														
HVAEP1-G024513																																														
HVAEP1-G024514																																														
HVAEP1-G024515																																														
HVAEP1-G024516																																													1	
HVAEP1-G024517																																												1		
HVAEP1-G024518																																														
HVAEP1-G024519																																														
HVAEP1-G024522							1																											1												
HVAEP1-G024523																																														
HVAEP1-G024524																																														
HVAEP1-G024525																																														
HVAEP1-G024526							1																											1												
HVAEP1-G024530																																														
HVAEP1-G024531																																									1			1		
HVAEP1-G024532																																													1	
HVAEP1-G024533																																														
HVAEP1-G024536																																														
HVAEP1-G024539																																														
HVAEP1-G024540																																												1		
HVAEP1-G024542																																														
HVAEP1-G024543																																												1		
HVAEP1-G024544																																														
HVAEP1-G024545																																														
HVAEP1-G024546																																														
HVAEP1-G024548																																													1	
HVAEP1-G024549																																														
HVAEP1-G024550																																														
HVAEP1-G024551																																													1	
HVAEP1-G024552																																														
HVAEP1-G024553																																														
HVAEP1-G024554																																														
HVAEP1-G024555																																														
HVAEP1-G024556																																														
HVAEP1-G024557																																												1		
HVAEP1-G024558																																														
HVAEP1-G024559																																														
HVAEP1-G024561																																														
HVAEP1-G024562																																												1		
HVAEP1-G024563																																														
HVAEP1-G024564																																														
HVAEP1-G024566																																														
HVAEP1-G024570																																														
HVAEP1-G024573																																													1	
HVAEP1-G024575																																														
HVAEP1-G024576																																												1		
HVAEP1-G024577																																														
HVAEP1-G024578																																														
HVAEP1-G024579																																														
HVAEP1-G024580																																														
HVAEP1-G024581																																														
HVAEP1-G024582																																												1		
HVAEP1-G024583																																														
HVAEP1-G024584																																														
HVAEP1-G024586																																														
HVAEP1-G024587																																														
HVAEP1-G024588																																														
HVAEP1-G024589																																														1
HVAEP1-G024590																																												1		
HVAEP1-G024595																																														
HVAEP1-G024596																																														
HVAEP1-G024597																																														
HVAEP1-G024598																																														
HVAEP1-G024602											1																							1												
HVAEP1-G024604																																														
HVAEP1-G024605																																													1	
HVAEP1-G024607																																													1	
HVAEP1-G024611																																														
HVAEP1-G024613																																														1
HVAEP1-G024614																																													1	
HVAEP1-G024615																																														
HVAEP1-G024616																																														
HVAEP1-G024617																																														
HVAEP1-G024619																																													1	
HVAEP1-G024622																																													1	
HVAEP1-G024625																																														
HVAEP1-G024626																																														
HVAEP1-G024628																																														
HVAEP1-G024629																																														
HVAEP1-G024631																																													1	
HVAEP1-G024632																																	1													
HVAEP1-G024633							1																											1												
HVAEP1-G024634																																														
HVAEP1-G024635																																														
HVAEP1-G024636																																														
HVAEP1-G024638																																														
HVAEP1-G024640																																														
HVAEP1-G024644																																														
HVAEP1-G024645																																														
HVAEP1-G024646																																														
HVAEP1-G024647																																														
HVAEP1-G024648																																														
HVAEP1-G024650																																														
HVAEP1-G024651																																														
HVAEP1-G024652																																														
HVAEP1-G024654																																														
HVAEP1-G024655																																														1
HVAEP1-G024656							1																											1												
HVAEP1-G024657																																														
HVAEP1-G024659																																														
HVAEP1-G024660																																														
HVAEP1-G024663																																														
HVAEP1-G024664																																														
HVAEP1-G024665																																												1		
HVAEP1-G024666																																														
HVAEP1-G024668																																	1													
HVAEP1-G024669																																														
HVAEP1-G024670																																														
HVAEP1-G024672																																														
HVAEP1-G024673																																														
HVAEP1-G024674																																														
HVAEP1-G024675																																													1	
HVAEP1-G024676																																														
HVAEP1-G024679																																														
HVAEP1-G024684																																													1	
HVAEP1-G024686																																														
HVAEP1-G024687																																														
HVAEP1-G024688																																													1	
HVAEP1-G024689																																														
HVAEP1-G024690																																														
HVAEP1-G024692																																														
HVAEP1-G024693																									1								1													
HVAEP1-G024695																																													1	
HVAEP1-G024699																																												1		
HVAEP1-G024700																																														
HVAEP1-G024701																																														
HVAEP1-G024702																																														
HVAEP1-G024703																																														
HVAEP1-G024704																																												1		
HVAEP1-G024705																																													1	
HVAEP1-G024706																																						1								
HVAEP1-G024707																																														
HVAEP1-G024708																																														
HVAEP1-G024711																																														
HVAEP1-G024712																																														
HVAEP1-G024713																																														
HVAEP1-G024715																																														1
HVAEP1-G024716																																														
HVAEP1-G024719																																														
HVAEP1-G024720																																														
HVAEP1-G024721																																														
HVAEP1-G024722																																														
HVAEP1-G024725																																														
HVAEP1-G024727																																														
HVAEP1-G024728																																														
HVAEP1-G024730																																														1
HVAEP1-G024731																																														
HVAEP1-G024732																																														
HVAEP1-G024733																																														
HVAEP1-G024734																																														
HVAEP1-G024738																																													1	
HVAEP1-G024742																																													1	
HVAEP1-G024743																																														
HVAEP1-G024744																																														
HVAEP1-G024745																																														
HVAEP1-G024746																																														
HVAEP1-G024747																																													1	
HVAEP1-G024748																																													1	
HVAEP1-G024749																																												1		
HVAEP1-G024752																																														
HVAEP1-G024753																																														
HVAEP1-G024754																																														
HVAEP1-G024755																																														
HVAEP1-G024756																																														
HVAEP1-G024757																																														
HVAEP1-G024758																																														
HVAEP1-G024760																																												1		
HVAEP1-G024761																																														
HVAEP1-G024762																																														1
HVAEP1-G024765																																													1	
HVAEP1-G024766																																														
HVAEP1-G024768																																												1		
HVAEP1-G024770																																														
HVAEP1-G024771																																														
HVAEP1-G024773																																														
HVAEP1-G024774																																														
HVAEP1-G024775																																														
HVAEP1-G024776																																											1			
HVAEP1-G024778																																														
HVAEP1-G024779																																														
HVAEP1-G024780																																													1	
HVAEP1-G024781																																														
HVAEP1-G024782																																													1	
HVAEP1-G024783																																														
HVAEP1-G024786																																													1	
HVAEP1-G024787																																														
HVAEP1-G024788																																	1													
HVAEP1-G024789																																														
HVAEP1-G024790																																	1													
HVAEP1-G024791																																	1													
HVAEP1-G024793																																														
HVAEP1-G024794																																														
HVAEP1-G024795																																														
HVAEP1-G024796																																														
HVAEP1-G024797																																														
HVAEP1-G024798																																														
HVAEP1-G024799																																														
HVAEP1-G024800																																														
HVAEP1-G024801																																												1		
HVAEP1-G024803																																														
HVAEP1-G024804																																														
HVAEP1-G024806																																														
HVAEP1-G024810																																														
HVAEP1-G024811																																														
HVAEP1-G024812																																														
HVAEP1-G024813																																														
HVAEP1-G024814																																														1
HVAEP1-G024815																																														
HVAEP1-G024818																																														
HVAEP1-G024820																																														
HVAEP1-G024822																																														
HVAEP1-G024824																																														
HVAEP1-G024826																																														
HVAEP1-G024827																																														
HVAEP1-G024830																																														
HVAEP1-G024831																																														
HVAEP1-G024832																																														
HVAEP1-G024833																																														
HVAEP1-G024834																																														1
HVAEP1-G024835																																														
HVAEP1-G024836																																														
HVAEP1-G024837																																														
HVAEP1-G024838																																														
HVAEP1-G024839																																														
HVAEP1-G024840																																														1
HVAEP1-G024841																																														
HVAEP1-G024842																																														1
HVAEP1-G024843																																														
HVAEP1-G024844																																												1		
HVAEP1-G024845																																	1													
HVAEP1-G024846																																													1	
HVAEP1-G024847																																														
HVAEP1-G024848																																														
HVAEP1-G024849																																														
HVAEP1-G024850																																												1		
HVAEP1-G024853																																	1													
HVAEP1-G024854																																														
HVAEP1-G024855																																														
HVAEP1-G024856																																														
HVAEP1-G024857																																														
HVAEP1-G024859																																														
HVAEP1-G024860																																														
HVAEP1-G024861																																													1	
HVAEP1-G024862																																														
HVAEP1-G024863																																														
HVAEP1-G024864																																														
HVAEP1-G024865																																														
HVAEP1-G024866																																														
HVAEP1-G024868																																												1		
HVAEP1-G024870																																														
HVAEP1-G024871																																												1		
HVAEP1-G024873																					1																					1				
HVAEP1-G024874																																												1		
HVAEP1-G024875																																														
HVAEP1-G024877																																												1		
HVAEP1-G024878																																												1		
HVAEP1-G024881																																														
HVAEP1-G024882																																														
HVAEP1-G024884																																														1
HVAEP1-G024885																																														
HVAEP1-G024886																																														
HVAEP1-G024887																																														
HVAEP1-G024888																																	1													
HVAEP1-G024890																																														
HVAEP1-G024891																																														
HVAEP1-G024892																																														
HVAEP1-G024894																																														1
HVAEP1-G024895																																												1		
HVAEP1-G024896																																														
HVAEP1-G024897																																													1	
HVAEP1-G024899																																														
HVAEP1-G024900																																												1		
HVAEP1-G024901																																														1
HVAEP1-G024902																																														
HVAEP1-G024903																																														
HVAEP1-G024904																																														1
HVAEP1-G024905																																														
HVAEP1-G024906																																														
HVAEP1-G024907																																														1
HVAEP1-G024908																																														
HVAEP1-G024909																																														1
HVAEP1-G024910																																														
HVAEP1-G024911																																													1	
HVAEP1-G024912																																														
HVAEP1-G024913																																														
HVAEP1-G024914																																														
HVAEP1-G024916																																													1	
HVAEP1-G024918																																												1		
HVAEP1-G024919																																														
HVAEP1-G024920																																													1	
HVAEP1-G024922																																												1		
HVAEP1-G024923																																												1		
HVAEP1-G024924																																														
HVAEP1-G024925																																														
HVAEP1-G024926																																														
HVAEP1-G024930																																														
HVAEP1-G024931																																												1		
HVAEP1-G024932																																														
HVAEP1-G024933																																														
HVAEP1-G024934																																														
HVAEP1-G024935																																														
HVAEP1-G024936																																														
HVAEP1-G024938																																														
HVAEP1-G024941																																												1		
HVAEP1-G024942																																												1		
HVAEP1-G024944																																														
HVAEP1-G024945																																		1												
HVAEP1-G024946																																													1	
HVAEP1-G024948																																												1		
HVAEP1-G024949																																														
HVAEP1-G024950																																														
HVAEP1-G024951																																												1		
HVAEP1-G024952																																												1		
HVAEP1-G024953																																														
HVAEP1-G024954																																														
HVAEP1-G024955																																			1										1	
HVAEP1-G024957																																														
HVAEP1-G024958																																														
HVAEP1-G024959																																														
HVAEP1-G024960																																												1		
HVAEP1-G024961																																														
HVAEP1-G024963																																														1
HVAEP1-G024964																																														
HVAEP1-G024965																																													1	
HVAEP1-G024966																																														
HVAEP1-G024968																																													1	
HVAEP1-G024969																																													1	
HVAEP1-G024970																																												1		
HVAEP1-G024971																																														
HVAEP1-G024972																																														
HVAEP1-G024973																																														
HVAEP1-G024974																																												1		
HVAEP1-G024975																																														
HVAEP1-G024976																																														
HVAEP1-G024979																																														
HVAEP1-G024980																																														
HVAEP1-G024984																																														
HVAEP1-G024985																																													1	
HVAEP1-G024986																																														1
HVAEP1-G024987																																													1	
HVAEP1-G024989																																														
HVAEP1-G024990																																														
HVAEP1-G024994																																														
HVAEP1-G024997																																														
HVAEP1-G024998																																														
HVAEP1-G024999																																														
HVAEP1-G025002																																														
HVAEP1-G025003																																												1		
HVAEP1-G025004																																													1	
HVAEP1-G025005																																														
HVAEP1-G025006																																														
HVAEP1-G025007																																														
HVAEP1-G025008																																														
HVAEP1-G025009																																														
HVAEP1-G025013																																														1
HVAEP1-G025022																																														
HVAEP1-G025027																																														
HVAEP1-G025028																																														
HVAEP1-G025031																																													1	
HVAEP1-G025038																																														
HVAEP1-G025039																																											1			
HVAEP1-G025040																																												1		
HVAEP1-G025041																																														
HVAEP1-G025042																																														
HVAEP1-G025043																																														
HVAEP1-G025044																																														
HVAEP1-G025048																																														
HVAEP1-G025049																																														1
HVAEP1-G025057																																			1											
HVAEP1-G025058																																												1		
HVAEP1-G025059																																														
HVAEP1-G025060																																														
HVAEP1-G025061																																														
HVAEP1-G025063																																													1	
HVAEP1-G025064																																													1	
HVAEP1-G025065																																								1						
HVAEP1-G025068																																														
HVAEP1-G025070																																												1		
HVAEP1-G025071																																														
HVAEP1-G025072																																														
HVAEP1-G025073																																														
HVAEP1-G025074																																														
HVAEP1-G025075																																														
HVAEP1-G025076																																														1
HVAEP1-G025077																																													1	
HVAEP1-G025078																																														
HVAEP1-G025079																																														
HVAEP1-G025080																																														
HVAEP1-G025081																																														
HVAEP1-G025084																																														
HVAEP1-G025085																																													1	
HVAEP1-G025086																																													1	
HVAEP1-G025087																																														
HVAEP1-G025088																																			1											
HVAEP1-G025089																																														
HVAEP1-G025090																																														
HVAEP1-G025091																																													1	
HVAEP1-G025093																																														
HVAEP1-G025095																																														
HVAEP1-G025096																																														
HVAEP1-G025099																																														
HVAEP1-G025100																																														
HVAEP1-G025104																																												1		
HVAEP1-G025105																																														
HVAEP1-G025106																																												1		
HVAEP1-G025111																																														
HVAEP1-G025112																																														
HVAEP1-G025113																																														
HVAEP1-G025115																																														
HVAEP1-G025116																																														
HVAEP1-G025117																																														
HVAEP1-G025118																																														
HVAEP1-G025120																																														
HVAEP1-G025121																																												1		
HVAEP1-G025123																																														
HVAEP1-G025124																																														
HVAEP1-G025125																																														
HVAEP1-G025126																																														1
HVAEP1-G025127																																												1		
HVAEP1-G025128																																														
HVAEP1-G025129																																														
HVAEP1-G025130																																														
HVAEP1-G025132																																														
HVAEP1-G025133																																		1												
HVAEP1-G025134																																													1	
HVAEP1-G025142						1																																				1				
HVAEP1-G025143																																														
HVAEP1-G025144																																														
HVAEP1-G025145																																													1	
HVAEP1-G025146																																														
HVAEP1-G025147																																														
HVAEP1-G025148																																														
HVAEP1-G025149																																														
HVAEP1-G025150																																														
HVAEP1-G025151																																														
HVAEP1-G025152																																														
HVAEP1-G025153																																												1		
HVAEP1-G025154																																														
HVAEP1-G025156																																														
HVAEP1-G025157																																														
HVAEP1-G025158																																													1	
HVAEP1-G025159																																													1	
HVAEP1-G025162																																													1	
HVAEP1-G025163																																														
HVAEP1-G025164																																														
HVAEP1-G025165																																														
HVAEP1-G025166																																													1	
HVAEP1-G025167																																												1		
HVAEP1-G025173																																														1
HVAEP1-G025175																																														
HVAEP1-G025176																																													1	
HVAEP1-G025178																																													1	
HVAEP1-G025179																																														
HVAEP1-G025180																																														
HVAEP1-G025181																																														
HVAEP1-G025182																																	1													
HVAEP1-G025183																																													1	
HVAEP1-G025184																																														1
HVAEP1-G025185																																												1		
HVAEP1-G025186																																												1		
HVAEP1-G025188																																												1		
HVAEP1-G025189																																												1		
HVAEP1-G025190																																														
HVAEP1-G025191																																												1		
HVAEP1-G025192																																												1		
HVAEP1-G025193																																												1		
HVAEP1-G025194																																												1		
HVAEP1-G025195																																												1		
HVAEP1-G025198																																												1		
HVAEP1-G025199																																												1		
HVAEP1-G025202																																												1		
HVAEP1-G025203																																													1	
HVAEP1-G025204																																													1	
HVAEP1-G025206																																												1		
HVAEP1-G025211																																														
HVAEP1-G025212																																														
HVAEP1-G025213																																														
HVAEP1-G025214																																														1
HVAEP1-G025216																																													1	
HVAEP1-G025217																																	1													
HVAEP1-G025218																																														
HVAEP1-G025221																																														1
HVAEP1-G025222																																														
HVAEP1-G025223																																														
HVAEP1-G025225																																		1										1		
HVAEP1-G025227																																													1	
HVAEP1-G025228																																														1
HVAEP1-G025229																																														
HVAEP1-G025231																																														
HVAEP1-G025234																																												1		
HVAEP1-G025235																																														
HVAEP1-G025237																																														
HVAEP1-G025239																																														
HVAEP1-G025240																																														
HVAEP1-G025241																																													1	
HVAEP1-G025242																																													1	
HVAEP1-G025243																																														
HVAEP1-G025245																																													1	
HVAEP1-G025247																																														
HVAEP1-G025248																																														
HVAEP1-G025249																																														
HVAEP1-G025250																																														
HVAEP1-G025252																																														
HVAEP1-G025255																																														
HVAEP1-G025256																																														
HVAEP1-G025257																																													1	
HVAEP1-G025261																																														
HVAEP1-G025262																																													1	
HVAEP1-G025264																																														
HVAEP1-G025267																																														1
HVAEP1-G025272																																														
HVAEP1-G025273																																														1
HVAEP1-G025274																																													1	
HVAEP1-G025275																																														
HVAEP1-G025276																																														1
HVAEP1-G025278																																														
HVAEP1-G025279																																													1	
HVAEP1-G025282																																														
HVAEP1-G025283																																														
HVAEP1-G025284																																														
HVAEP1-G025285																																														
HVAEP1-G025286																																														
HVAEP1-G025287																																														
HVAEP1-G025291																																1	1													
HVAEP1-G025292																																														
HVAEP1-G025293																																														
HVAEP1-G025294																																														
HVAEP1-G025295																																														
HVAEP1-G025296																																													1	
HVAEP1-G025300																																														
HVAEP1-G025304																																														1
HVAEP1-G025305																																													1	
HVAEP1-G025306																																													1	
HVAEP1-G025309																																														
HVAEP1-G025312																																														
HVAEP1-G025323																																														
HVAEP1-G025328																																														
HVAEP1-G025329																																														
HVAEP1-G025330																																														
HVAEP1-G025333																																														
HVAEP1-G025335																																				1								1		
HVAEP1-G025336																																														
HVAEP1-G025337																																				1										
HVAEP1-G025338																																														
HVAEP1-G025341																																														
HVAEP1-G025342																																														
HVAEP1-G025343																																														
HVAEP1-G025344																																													1	
HVAEP1-G025345																																														
HVAEP1-G025346																																														
HVAEP1-G025347																																													1	
HVAEP1-G025348																																														
HVAEP1-G025349																																	1													
HVAEP1-G025352																																														1
HVAEP1-G025355																																			1											
HVAEP1-G025356																																														
HVAEP1-G025357																																												1		
HVAEP1-G025358																																														
HVAEP1-G025359																																														
HVAEP1-G025360																																														
HVAEP1-G025363																																													1	
HVAEP1-G025364																																													1	
HVAEP1-G025367																																														
HVAEP1-G025368																																														
HVAEP1-G025369																																	1													
HVAEP1-G025370																																			1											
HVAEP1-G025373																																														
HVAEP1-G025374																																													1	
HVAEP1-G025375																																														
HVAEP1-G025377																																													1	
HVAEP1-G025378																																													1	
HVAEP1-G025379																																														
HVAEP1-G025380																																														
HVAEP1-G025382																																														
HVAEP1-G025383																																														
HVAEP1-G025384																																														
HVAEP1-G025385																																														
HVAEP1-G025386																																													1	
HVAEP1-G025387																																												1		
HVAEP1-G025388																																														
HVAEP1-G025389																																														
HVAEP1-G025390																																												1		
HVAEP1-G025391																																														
HVAEP1-G025392																																														
HVAEP1-G025393																																														
HVAEP1-G025394																																												1		
HVAEP1-G025395																																														1
HVAEP1-G025396																																														
HVAEP1-G025397																																														
HVAEP1-G025398																																												1		
HVAEP1-G025402																																														
HVAEP1-G025403																																														
HVAEP1-G025404																																														
HVAEP1-G025406																																														
HVAEP1-G025407																																														
HVAEP1-G025412																																														
HVAEP1-G025422																																														
HVAEP1-G025423																																														
HVAEP1-G025425																																													1	
HVAEP1-G025427																																												1		
HVAEP1-G025430																																														1
HVAEP1-G025431																																														
HVAEP1-G025434																																														
HVAEP1-G025435																																														
HVAEP1-G025436																																														
HVAEP1-G025437																																														
HVAEP1-G025441																																													1	
HVAEP1-G025442																																														
HVAEP1-G025443																																														
HVAEP1-G025444																																														
HVAEP1-G025445																																														
HVAEP1-G025446																																														
HVAEP1-G025448																																														
HVAEP1-G025449																																														
HVAEP1-G025450																																														
HVAEP1-G025451																																														
HVAEP1-G025452																																														
HVAEP1-G025453																																														
HVAEP1-G025454																																													1	
HVAEP1-G025455																																														
HVAEP1-G025456																																														
HVAEP1-G025457																																														
HVAEP1-G025458																																														
HVAEP1-G025459																																														
HVAEP1-G025461																																														
HVAEP1-G025463																																														
HVAEP1-G025465																																													1	
HVAEP1-G025468																																														
HVAEP1-G025469																																														
HVAEP1-G025471																																														
HVAEP1-G025476																																				1										
HVAEP1-G025480																																	1													1
HVAEP1-G025481																																														
HVAEP1-G025482																																												1		
HVAEP1-G025483																																														
HVAEP1-G025484																																				1										
HVAEP1-G025485																																	1													
HVAEP1-G025486																																														
HVAEP1-G025487																																														
HVAEP1-G025489																																														
HVAEP1-G025490																																														
HVAEP1-G025491																																														
HVAEP1-G025493																																													1	
HVAEP1-G025494																																														
HVAEP1-G025495																																														
HVAEP1-G025496																																														
HVAEP1-G025498																																												1		
HVAEP1-G025499																																														1
HVAEP1-G025500																																													1	
HVAEP1-G025502																																														
HVAEP1-G025503																																														
HVAEP1-G025504																																														
HVAEP1-G025506																																												1		
HVAEP1-G025511																																														
HVAEP1-G025513																																													1	
HVAEP1-G025514																																														
HVAEP1-G025516																																													1	
HVAEP1-G025517																																														1
HVAEP1-G025526																																														
HVAEP1-G025527																																				1										
HVAEP1-G025528																																														
HVAEP1-G025529																																														
HVAEP1-G025530																																														
HVAEP1-G025531																																													1	
HVAEP1-G025534																																													1	
HVAEP1-G025538																																														
HVAEP1-G025539																																												1		
HVAEP1-G025542																																														
HVAEP1-G025543																																														
HVAEP1-G025544																																												1		
HVAEP1-G025545																																														
HVAEP1-G025546																																														
HVAEP1-G025547																																														
HVAEP1-G025548																																														
HVAEP1-G025549																																														
HVAEP1-G025550																																			1											
HVAEP1-G025552																																														
HVAEP1-G025553																																														
HVAEP1-G025555																																													1	
HVAEP1-G025556																																			1											
HVAEP1-G025557																																														
HVAEP1-G025559																																													1	
HVAEP1-G025560																																														
HVAEP1-G025561																																														
HVAEP1-G025562																																														
HVAEP1-G025563																																														
HVAEP1-G025564																																														
HVAEP1-G025565																																														
HVAEP1-G025566																																														
HVAEP1-G025567																																														
HVAEP1-G025568																																														
HVAEP1-G025569																																													1	
HVAEP1-G025570																																													1	
HVAEP1-G025571																																													1	
HVAEP1-G025577																																														
HVAEP1-G025578																																													1	
HVAEP1-G025579																																														
HVAEP1-G025580																																												1		
HVAEP1-G025582																																												1		
HVAEP1-G025583																																												1		
HVAEP1-G025584																																														
HVAEP1-G025586																																														
HVAEP1-G025587																																												1		
HVAEP1-G025588																																														
HVAEP1-G025589																																														
HVAEP1-G025591																																														
HVAEP1-G025592																																														1
HVAEP1-G025595																																														
HVAEP1-G025599																																											1		1	
HVAEP1-G025600																																													1	
HVAEP1-G025601																																												1		
HVAEP1-G025603																																												1		
HVAEP1-G025604																																														
HVAEP1-G025605																																														1
HVAEP1-G025606																																														
HVAEP1-G025607																																														
